rup_mag,dist_rjb,result_type,damping,pgv,pga,0.0500,0.1000,0.2000,0.3003,0.5000,1.0000,2.0000,5.0000,10.0000
6.80,25.00,MEAN,5.0,1.17652186e+02,1.55231311e-01,1.74493528e-01,2.46421913e-01,3.47759758e-01,3.17087648e-01,2.45685386e-01,1.27726004e-01,5.75545052e-02,1.61614128e-02,5.04637273e-03
6.80,29.99,MEAN,5.0,1.03014889e+02,1.35512490e-01,1.53136714e-01,2.15069747e-01,3.03374675e-01,2.78598853e-01,2.16361172e-01,1.13156453e-01,5.09775929e-02,1.43939279e-02,4.63104845e-03
6.80,39.99,MEAN,5.0,8.28705078e+01,1.08662408e-01,1.21081927e-01,1.68569626e-01,2.39816646e-01,2.23346589e-01,1.74493528e-01,9.25719313e-02,4.18580820e-02,1.20220720e-02,4.04277270e-03
6.80,50.00,MEAN,5.0,6.95664754e+01,8.88135694e-02,9.85324597e-02,1.36012657e-01,1.95469645e-01,1.84875484e-01,1.46581555e-01,7.87370836e-02,3.58739604e-02,1.04058922e-02,3.61309453e-03
6.80,59.98,MEAN,5.0,5.97723045e+01,7.37869101e-02,8.14290418e-02,1.11372848e-01,1.63071973e-01,1.56631578e-01,1.25625940e-01,6.84351659e-02,3.13891333e-02,9.21253868e-03,3.28306381e-03
6.80,69.98,MEAN,5.0,5.23841619e+01,6.19696901e-02,6.80266876e-02,9.25293102e-02,1.37904781e-01,1.34796720e-01,1.09314891e-01,6.06288491e-02,2.79498399e-02,8.29238246e-03,3.02537577e-03
6.80,79.98,MEAN,5.0,4.64729242e+01,5.24782476e-02,5.74485834e-02,7.76567703e-02,1.17267948e-01,1.16299895e-01,9.61787934e-02,5.41476140e-02,2.51118856e-02,7.53666696e-03,2.81047240e-03
6.80,89.95,MEAN,5.0,4.17734169e+01,4.47176862e-02,4.87842154e-02,6.56718611e-02,1.00734753e-01,1.01666840e-01,8.54435579e-02,4.89981096e-02,2.28706930e-02,6.91798036e-03,2.62409361e-03
6.80,100.00,MEAN,5.0,3.77398353e+01,3.83159259e-02,4.15507937e-02,5.57929499e-02,8.70521145e-02,8.93468662e-02,7.63623569e-02,4.45840302e-02,2.10755698e-02,6.40441291e-03,2.46592194e-03
6.80,109.90,MEAN,5.0,3.43795351e+01,3.28911702e-02,3.56106027e-02,4.76627750e-02,7.55404077e-02,7.89549430e-02,6.86877554e-02,4.07642376e-02,1.94302919e-02,5.95085440e-03,2.32262622e-03
6.80,119.95,MEAN,5.0,3.14267883e+01,2.83321364e-02,3.06252276e-02,4.08018002e-02,6.58384085e-02,7.00937547e-02,6.19839608e-02,3.75214251e-02,1.80875325e-02,5.55749812e-03,2.19371055e-03
6.80,149.97,MEAN,5.0,2.45810257e+01,1.83560539e-02,1.98234539e-02,2.61564816e-02,4.43689677e-02,4.99320417e-02,4.66207574e-02,2.97289331e-02,1.47393837e-02,4.62146134e-03,1.89268929e-03
6.80,199.99,MEAN,5.0,1.73260674e+01,9.26358998e-03,9.87596005e-03,1.29026621e-02,2.39816646e-02,2.96537297e-02,3.04354218e-02,2.13392585e-02,1.10912201e-02,3.57914526e-03,1.51977510e-03
6.80,250.03,MEAN,5.0,1.26911214e+01,4.77946543e-03,5.05684130e-03,6.56718611e-03,1.34301024e-02,1.82296917e-02,2.05200930e-02,1.58920281e-02,8.68519002e-03,2.86998300e-03,1.26467614e-03
6.80,299.92,MEAN,5.0,9.54992586e+00,2.51292383e-03,2.63559894e-03,3.40627200e-03,7.61516512e-03,1.13993300e-02,1.40987083e-02,1.20525606e-02,6.96593350e-03,2.35602191e-03,1.06531815e-03
6.80,349.95,MEAN,5.0,7.31981323e+00,1.33039108e-03,1.38892669e-03,1.79010838e-03,4.38913890e-03,7.24067950e-03,9.92611550e-03,9.31492418e-03,5.68040531e-03,1.96326681e-03,9.09032320e-04
6.80,399.94,MEAN,5.0,5.68067574e+00,7.09543988e-04,7.41958004e-04,9.45103398e-04,2.55434365e-03,4.64707118e-03,7.03524659e-03,7.29926825e-03,4.70846476e-03,1.64618759e-03,7.81410647e-04
6.80,500.03,MEAN,5.0,3.53264503e+00,2.05721330e-04,2.13687601e-04,2.70881487e-04,8.85073473e-04,1.96417113e-03,3.62977182e-03,4.59176152e-03,3.30353813e-03,1.20220720e-03,5.87867329e-04
6.80,749.89,MEAN,5.0,1.17923402e+00,9.91697742e-06,1.01737093e-05,1.26700790e-05,6.72789685e-05,2.43937925e-04,7.52452907e-04,1.57463291e-03,1.49478704e-03,5.93580089e-04,3.08233136e-04
6.80,1000.00,MEAN,5.0,4.25794454e-01,5.00125875e-07,5.08018262e-07,6.26584034e-07,5.41975088e-06,3.23503754e-05,1.66103707e-04,5.76871820e-04,7.30935953e-04,3.12665040e-04,1.69191805e-04
6.90,0.10,MEAN,5.0,5.92243087e+02,6.27017012e-01,7.71577091e-01,1.09971291e+00,1.48689166e+00,1.33499403e+00,1.03724016e+00,5.31226002e-01,2.45120325e-01,6.50997505e-02,1.51977510e-02
6.90,1.00,MEAN,5.0,5.66761055e+02,5.76473469e-01,7.05146451e-01,1.02536697e+00,1.40306995e+00,1.26846744e+00,9.89644748e-01,5.09189365e-01,2.34681753e-01,6.31363287e-02,1.49100577e-02
6.90,2.00,MEAN,5.0,5.07691626e+02,4.98975618e-01,6.04198057e-01,8.96353512e-01,1.24703696e+00,1.13234645e+00,8.87931216e-01,4.62039733e-01,2.15267925e-01,5.83014457e-02,1.40954623e-02
6.90,5.00,MEAN,5.0,3.55877065e+02,3.63395315e-01,4.30902808e-01,6.38233101e-01,8.89773208e-01,8.11295981e-01,6.36618602e-01,3.34025271e-01,1.55445919e-01,4.39520691e-02,1.14414041e-02
6.90,10.00,MEAN,5.0,2.37738764e+02,2.67349468e-01,3.12233376e-01,4.52146657e-01,6.24711246e-01,5.68694888e-01,4.41142931e-01,2.32530178e-01,1.07765395e-01,3.12665040e-02,8.84665975e-03
6.90,15.00,MEAN,5.0,1.82641725e+02,2.18061665e-01,2.50483616e-01,3.59235564e-01,4.92809787e-01,4.48001352e-01,3.47599645e-01,1.82464896e-01,8.44460470e-02,2.49217953e-02,7.44182280e-03
6.90,20.00,MEAN,5.0,1.50418066e+02,1.84790365e-01,2.11290186e-01,2.98730334e-01,4.10090137e-01,3.74868825e-01,2.90388441e-01,1.53030968e-01,7.05471258e-02,2.09932329e-02,6.53851801e-03
6.90,25.00,MEAN,5.0,1.29062478e+02,1.60132441e-01,1.82801319e-01,2.55728614e-01,3.52516398e-01,3.22239908e-01,2.49907520e-01,1.32733127e-01,6.11335090e-02,1.84280476e-02,5.89222503e-03
6.90,29.99,MEAN,5.0,1.13213965e+02,1.41670467e-01,1.60243095e-01,2.23192360e-01,3.08162171e-01,2.83713058e-01,2.20586700e-01,1.17727880e-01,5.42599419e-02,1.64618759e-02,5.40479622e-03
6.90,39.99,MEAN,5.0,9.14534303e+01,1.13469548e-01,1.27022111e-01,1.75541306e-01,2.43432929e-01,2.27237145e-01,1.78681391e-01,9.66895022e-02,4.46970977e-02,1.37587609e-02,4.68791064e-03
6.90,50.00,MEAN,5.0,7.68245456e+01,9.31277959e-02,1.03747902e-01,1.41833665e-01,1.99057857e-01,1.88703226e-01,1.50757638e-01,8.24098881e-02,3.82630270e-02,1.19008868e-02,4.18677213e-03
6.90,59.98,MEAN,5.0,6.62064040e+01,7.74960067e-02,8.59368290e-02,1.16246350e-01,1.65492884e-01,1.59176637e-01,1.28700230e-01,7.18090737e-02,3.36340623e-02,1.05263868e-02,3.79908775e-03
6.90,69.98,MEAN,5.0,5.81567328e+01,6.52949095e-02,7.19414728e-02,9.70687248e-02,1.40306995e-01,1.36075308e-01,1.12248184e-01,6.35739688e-02,2.98936761e-02,9.47063991e-03,3.48400945e-03
6.90,79.98,MEAN,5.0,5.17130318e+01,5.53069010e-02,6.07826072e-02,8.15979644e-02,1.19558188e-01,1.18489352e-01,9.88278448e-02,5.69481112e-02,2.70569802e-02,8.60952764e-03,3.22611114e-03
6.90,89.95,MEAN,5.0,4.63340219e+01,4.71823235e-02,5.17582191e-02,6.90524869e-02,1.02654815e-01,1.03604668e-01,8.78171472e-02,5.15085500e-02,2.46648980e-02,7.89913115e-03,3.01078209e-03
6.90,100.00,MEAN,5.0,4.19082957e+01,4.04091136e-02,4.41549426e-02,5.87055721e-02,8.87318067e-02,9.11547542e-02,7.85921780e-02,4.69439170e-02,2.25724825e-02,7.30935953e-03,2.82474549e-03
6.90,109.90,MEAN,5.0,3.82736605e+01,3.47359615e-02,3.78686065e-02,5.02203025e-02,7.71044288e-02,8.04969313e-02,7.06446576e-02,4.29713823e-02,2.09256677e-02,6.79640615e-03,2.66673171e-03
6.90,119.95,MEAN,5.0,3.49220717e+01,3.00593319e-02,3.26421927e-02,4.30109787e-02,6.72789685e-02,7.15120659e-02,6.37939251e-02,3.95894369e-02,1.94302919e-02,6.34277527e-03,2.50887674e-03
6.90,149.97,MEAN,5.0,2.75359459e+01,1.95875142e-02,2.11290186e-02,2.76680992e-02,4.53293326e-02,5.09658562e-02,4.80263216e-02,3.14904832e-02,1.58445287e-02,5.27083383e-03,2.16510680e-03
6.90,199.99,MEAN,5.0,1.93419386e+01,9.88050914e-03,1.05895944e-02,1.37176376e-02,2.45855158e-02,3.02955837e-02,3.14108236e-02,2.26610132e-02,1.20027103e-02,4.07830146e-03,1.73491948e-03
6.90,250.03,MEAN,5.0,1.42363940e+01,5.11186439e-03,5.44852972e-03,6.98681629e-03,1.36703403e-02,1.86156980e-02,2.12167727e-02,1.67756488e-02,9.41627914e-03,3.26271639e-03,1.43244951e-03
6.90,299.92,MEAN,5.0,1.07448412e+01,2.68583497e-03,2.84891390e-03,3.62726533e-03,7.80691273e-03,1.16433868e-02,1.46581555e-02,1.28463374e-02,7.57843141e-03,2.67349468e-03,1.20303794e-03
6.90,349.95,MEAN,5.0,8.24707606e+00,1.42915497e-03,1.50757638e-03,1.90624766e-03,4.49654894e-03,7.40763073e-03,1.02891459e-02,9.94670698e-03,6.18841349e-03,2.22013470e-03,1.02371561e-03
6.90,399.94,MEAN,5.0,6.41948222e+00,7.62569313e-04,8.02378576e-04,1.01013478e-03,2.62590690e-03,4.74984376e-03,7.30094916e-03,7.79972560e-03,5.12718897e-03,1.87274792e-03,8.78980670e-04
6.90,500.03,MEAN,5.0,3.98933034e+00,2.21758014e-04,2.31461799e-04,2.89453846e-04,9.09032320e-04,2.00253135e-03,3.76946161e-03,4.91449983e-03,3.60229541e-03,1.36671929e-03,6.59597991e-04
6.90,749.89,MEAN,5.0,1.33905989e+00,1.07418560e-05,1.10988843e-05,1.36012657e-05,6.93073549e-05,2.50310648e-04,7.83211985e-04,1.69230768e-03,1.64429344e-03,6.73564709e-04,3.44095763e-04
6.90,1000.00,MEAN,5.0,4.84841739e-01,5.43224469e-07,5.56774484e-07,6.76517950e-07,5.58829501e-06,3.31191609e-05,1.73092928e-04,6.22413959e-04,8.02748170e-04,3.54959925e-04,1.87836213e-04
7.00,0.10,MEAN,5.0,6.33869711e+02,6.29476214e-01,7.75138529e-01,1.10555238e+00,1.48689166e+00,1.34796720e+00,1.04274790e+00,5.38616092e-01,2.54085174e-01,7.43154864e-02,1.82087161e-02
7.00,1.00,MEAN,5.0,6.05759174e+02,5.80202137e-01,7.09870820e-01,1.03342586e+00,1.40306995e+00,1.28374665e+00,9.95358030e-01,5.17939847e-01,2.45120325e-01,7.20409323e-02,1.77778536e-02
7.00,2.00,MEAN,5.0,5.44001378e+02,5.05102275e-01,6.11335090e-01,9.05480964e-01,1.24703696e+00,1.14651390e+00,8.93468662e-01,4.69439170e-01,2.24222569e-01,6.66007814e-02,1.67756488e-02
7.00,5.00,MEAN,5.0,3.82736605e+02,3.70833811e-01,4.40432465e-01,6.49799428e-01,8.96972905e-01,8.22961132e-01,6.42213343e-01,3.41412427e-01,1.62921847e-01,5.01394221e-02,1.35200820e-02
7.00,10.00,MEAN,5.0,2.57869513e+02,2.75917550e-01,3.21720937e-01,4.63851884e-01,6.31945062e-01,5.76340746e-01,4.48104520e-01,2.38385219e-01,1.13443424e-01,3.56434164e-02,1.03652391e-02
7.00,15.00,MEAN,5.0,2.00124380e+02,2.25465099e-01,2.59943717e-01,3.69640309e-01,4.98860737e-01,4.55700310e-01,3.53166356e-01,1.89836328e-01,8.92440610e-02,2.83974487e-02,8.67519657e-03
7.00,20.00,MEAN,5.0,1.65196180e+02,1.92167228e-01,2.19623761e-01,3.09228365e-01,4.16082379e-01,3.79996262e-01,2.95923411e-01,1.58920281e-01,7.48823257e-02,2.40148194e-02,7.58541462e-03
7.00,25.00,MEAN,5.0,1.41026264e+02,1.67524883e-01,1.89923771e-01,2.65020412e-01,3.57338100e-01,3.27325111e-01,2.55493187e-01,1.38031855e-01,6.50248448e-02,2.09932329e-02,6.82463336e-03
7.00,29.99,MEAN,5.0,1.24222424e+02,1.47835701e-01,1.67370658e-01,2.31355232e-01,3.11802307e-01,2.88854624e-01,2.24739456e-01,1.22568628e-01,5.77004665e-02,1.87274792e-02,6.23705142e-03
7.00,39.99,MEAN,5.0,1.00461579e+02,1.18625846e-01,1.34146493e-01,1.82506915e-01,2.48244322e-01,2.31089027e-01,1.82885521e-01,1.00943724e-01,4.76847296e-02,1.55553334e-02,5.39112404e-03
7.00,50.00,MEAN,5.0,8.46057734e+01,9.75616922e-02,1.09214254e-01,1.47631599e-01,2.02665267e-01,1.91284299e-01,1.53560432e-01,8.62341574e-02,4.09618275e-02,1.34889866e-02,4.80263216e-03
7.00,59.98,MEAN,5.0,7.30634205e+01,8.14290418e-02,9.06941603e-02,1.22061675e-01,1.69074972e-01,1.61763049e-01,1.32062442e-01,7.53493178e-02,3.60229541e-02,1.19310681e-02,4.34389505e-03
7.00,69.98,MEAN,5.0,6.41948222e+01,6.86245207e-02,7.60990656e-02,1.01713670e-01,1.42685330e-01,1.39919848e-01,1.15180597e-01,6.68158233e-02,3.21350755e-02,1.07245561e-02,3.98546798e-03
7.00,79.98,MEAN,5.0,5.72136955e+01,5.82746031e-02,6.44583708e-02,8.56799737e-02,1.22314889e-01,1.20803446e-01,1.01479735e-01,5.98934492e-02,2.89987531e-02,9.75616922e-03,3.68450648e-03
7.00,89.95,MEAN,5.0,5.14398863e+01,4.97713390e-02,5.48377118e-02,7.25402962e-02,1.04683763e-01,1.05652390e-01,9.01735826e-02,5.42974363e-02,2.64593593e-02,8.95734547e-03,3.42672556e-03
7.00,100.00,MEAN,5.0,4.66015112e+01,4.27444098e-02,4.68899019e-02,6.18414017e-02,9.05272493e-02,9.29350045e-02,8.08312555e-02,4.94400982e-02,2.43657242e-02,8.27712139e-03,3.21128850e-03
7.00,109.90,MEAN,5.0,4.24424064e+01,3.68365819e-02,4.03626177e-02,5.28907012e-02,7.86645974e-02,8.21635744e-02,7.27242623e-02,4.53293326e-02,2.25724825e-02,7.68739726e-03,3.02537577e-03
7.00,119.95,MEAN,5.0,3.89493308e+01,3.17818610e-02,3.47839841e-02,4.54547553e-02,6.85929253e-02,7.29086949e-02,6.57475122e-02,4.17906691e-02,2.09256677e-02,7.17429655e-03,2.85350951e-03
7.00,149.97,MEAN,5.0,3.06196343e+01,2.06956621e-02,2.25568953e-02,2.91795993e-02,4.64065544e-02,5.19971242e-02,4.95540694e-02,3.34025271e-02,1.71901365e-02,5.96594609e-03,2.43713353e-03
7.00,199.99,MEAN,5.0,2.16222060e+01,1.05215403e-02,1.13495678e-02,1.45304587e-02,2.50598995e-02,3.09370803e-02,3.23876416e-02,2.39871872e-02,1.30040708e-02,4.60658750e-03,1.94975178e-03
7.00,250.03,MEAN,5.0,1.59808546e+01,5.45731880e-03,5.85166324e-03,7.42812707e-03,1.40306995e-02,1.90011254e-02,2.19169100e-02,1.79547484e-02,1.02253769e-02,3.68535496e-03,1.60575515e-03
7.00,299.92,MEAN,5.0,1.20614633e+01,2.87064392e-03,3.06252276e-03,3.85904039e-03,7.99796178e-03,1.19008868e-02,1.52152581e-02,1.36860879e-02,8.23719457e-03,3.02050337e-03,1.34641619e-03
7.00,349.95,MEAN,5.0,9.26616437e+00,1.52749334e-03,1.62622010e-03,2.03413290e-03,4.61720678e-03,7.56100150e-03,1.06507288e-02,1.06237863e-02,6.74185371e-03,2.50714426e-03,1.14282393e-03
7.00,399.94,MEAN,5.0,7.22603399e+00,8.19179969e-04,8.67719434e-04,1.07988951e-03,2.68583497e-03,4.86496057e-03,7.56622626e-03,8.34409662e-03,5.59086910e-03,2.11436190e-03,9.79217856e-04
7.00,500.03,MEAN,5.0,4.49883432e+00,2.38989777e-04,2.51639796e-04,3.10369706e-04,9.34069786e-04,2.05390014e-03,3.90912290e-03,5.26840708e-03,3.94620211e-03,1.54056251e-03,7.32620935e-04
7.00,749.89,MEAN,5.0,1.51774916e+00,1.16299895e-05,1.21081927e-05,1.46480335e-05,7.12326866e-05,2.56731598e-04,8.15228444e-04,1.82464896e-03,1.80875325e-03,7.59765072e-04,3.79908775e-04
7.00,1000.00,MEAN,5.0,5.50680883e-01,5.90037106e-07,6.10210006e-07,7.30094916e-07,5.74353569e-06,3.40156931e-05,1.81459339e-04,6.72479925e-04,8.83444608e-04,4.00202064e-04,2.07911889e-04
7.10,0.10,MEAN,5.0,6.75616115e+02,6.31945062e-01,7.77462274e-01,1.11244699e+00,1.49892300e+00,1.37366023e+00,1.04707870e+00,5.47367899e-01,2.64593593e-01,8.41355086e-02,2.15069747e-02
7.10,1.00,MEAN,5.0,6.47291643e+02,5.83954923e-01,7.14626842e-01,1.04154808e+00,1.41507456e+00,1.29652031e+00,1.00087381e+00,5.25387002e-01,2.55610873e-01,8.15603958e-02,2.09353065e-02
7.10,2.00,MEAN,5.0,5.82907979e+02,5.10010743e-01,6.18414017e-01,9.15965939e-01,1.25915538e+00,1.16059134e+00,9.00490892e-01,4.78276811e-01,2.33173571e-01,7.53666696e-02,1.97869713e-02
7.10,5.00,MEAN,5.0,4.12287341e+02,3.78163252e-01,4.49862015e-01,6.62642557e-01,9.02982481e-01,8.34409662e-01,6.49201216e-01,3.50250952e-01,1.71901365e-01,5.66342723e-02,1.57717297e-02
7.10,10.00,MEAN,5.0,2.79383015e+02,2.83321364e-01,3.31191609e-01,4.76627750e-01,6.37939251e-01,5.85435865e-01,4.53711016e-01,2.45741964e-01,1.19420621e-01,4.01771683e-02,1.20303794e-02
7.10,15.00,MEAN,5.0,2.16222060e+02,2.32851653e-01,2.69450705e-01,3.81310992e-01,5.04869720e-01,4.63424857e-01,3.58739604e-01,1.95739883e-01,9.44668262e-02,3.20169033e-02,1.00087381e-02
7.10,20.00,MEAN,5.0,1.79969952e+02,1.98325850e-01,2.29128612e-01,3.19653397e-01,4.20900386e-01,3.86437554e-01,3.00109211e-01,1.64808393e-01,7.93741933e-02,2.70382964e-02,8.73130832e-03
7.10,25.00,MEAN,5.0,1.54454299e+02,1.73691803e-01,1.98234539e-01,2.75473181e-01,3.62142357e-01,3.33794614e-01,2.59644618e-01,1.43476021e-01,6.90524869e-02,2.35602191e-02,7.81410647e-03
7.10,29.99,MEAN,5.0,1.35643816e+02,1.53985322e-01,1.75703060e-01,2.40646375e-01,3.16576975e-01,2.92670753e-01,2.30345284e-01,1.27726004e-01,6.14298316e-02,2.11436190e-02,7.13968949e-03
7.10,39.99,MEAN,5.0,1.10255433e+02,1.24416885e-01,1.40081029e-01,1.90624766e-01,2.51813683e-01,2.34952096e-01,1.87059308e-01,1.05506526e-01,5.09775929e-02,1.75218244e-02,6.15147587e-03
7.10,50.00,MEAN,5.0,9.30679183e+01,1.02253769e-01,1.14915689e-01,1.54624862e-01,2.06243051e-01,1.95109908e-01,1.57753617e-01,9.02151186e-02,4.38005258e-02,1.52538448e-02,5.44852972e-03
7.10,59.98,MEAN,5.0,8.05934969e+01,8.55026006e-02,9.56707821e-02,1.27873138e-01,1.71466516e-01,1.65607242e-01,1.35418913e-01,7.90276967e-02,3.85637558e-02,1.34270104e-02,4.91789582e-03
7.10,69.98,MEAN,5.0,7.09087778e+01,7.21903794e-02,8.04783983e-02,1.06703662e-01,1.45103980e-01,1.42488339e-01,1.18108002e-01,7.01906597e-02,3.43778985e-02,1.20664446e-02,4.50172876e-03
7.10,79.98,MEAN,5.0,6.31247978e+01,6.14722804e-02,6.82620497e-02,8.99661891e-02,1.23503517e-01,1.23106030e-01,1.04274790e-01,6.29766166e-02,3.12377198e-02,1.09642600e-02,4.15795059e-03
7.10,89.95,MEAN,5.0,5.68067574e+01,5.25992225e-02,5.81673561e-02,7.63799420e-02,1.06728234e-01,1.07715778e-01,9.26999125e-02,5.70925347e-02,2.85482390e-02,1.00595679e-02,3.85726365e-03
7.10,100.00,MEAN,5.0,5.15703406e+01,4.50899054e-02,4.98516256e-02,6.50997505e-02,9.23377578e-02,9.47500231e-02,8.30575898e-02,5.20929947e-02,2.61564816e-02,9.28922162e-03,3.61309453e-03
7.10,109.90,MEAN,5.0,4.70110553e+01,3.89295447e-02,4.28528119e-02,5.57929499e-02,8.02193843e-02,8.38261122e-02,7.48306167e-02,4.78276811e-02,2.42147129e-02,8.63931530e-03,3.38360240e-03
7.10,119.95,MEAN,5.0,4.31121816e+01,3.36340623e-02,3.70407119e-02,4.78938031e-02,7.00292257e-02,7.44525067e-02,6.76985434e-02,4.41447767e-02,2.25724825e-02,8.06453488e-03,3.19727009e-03
7.10,149.97,MEAN,5.0,3.39781712e+01,2.20535914e-02,2.40979070e-02,3.09228365e-02,4.73673757e-02,5.31470697e-02,5.10951083e-02,3.53166356e-02,1.85344338e-02,6.69081966e-03,2.72445303e-03
7.10,199.99,MEAN,5.0,2.41768658e+01,1.12093215e-02,1.22258574e-02,1.54624862e-02,2.56613396e-02,3.15776149e-02,3.35026627e-02,2.54553647e-02,1.40954623e-02,5.16510702e-03,2.17911086e-03
7.10,250.03,MEAN,5.0,1.78648757e+01,5.82746031e-03,6.29186397e-03,7.90458956e-03,1.43906140e-02,1.93856034e-02,2.26141008e-02,1.91284299e-02,1.10912201e-02,4.13884654e-03,1.77778536e-03
7.10,299.92,MEAN,5.0,1.34307418e+01,3.07949373e-03,3.31191609e-03,4.11508987e-03,8.18991368e-03,1.21556818e-02,1.57753617e-02,1.45975283e-02,8.95322141e-03,3.38282339e-03,1.49100577e-03
7.10,349.95,MEAN,5.0,1.03944138e+01,1.63862405e-03,1.75703060e-03,2.17359849e-03,4.73673757e-03,7.74068375e-03,1.10428030e-02,1.13469548e-02,7.33971716e-03,2.80917843e-03,1.26322096e-03
7.10,399.94,MEAN,5.0,8.09841447e+00,8.80804094e-04,9.39029691e-04,1.15552494e-03,2.75790514e-03,4.96797412e-03,7.84475391e-03,8.91824347e-03,6.09929058e-03,2.37126081e-03,1.07964089e-03
7.10,500.03,MEAN,5.0,5.06290758e+00,2.57441955e-04,2.73010484e-04,3.32490564e-04,9.59354958e-04,2.09256677e-03,4.06236858e-03,5.65040171e-03,4.30506115e-03,1.72178660e-03,8.05711058e-04
7.10,749.89,MEAN,5.0,1.71909549e+00,1.25654870e-05,1.31758707e-05,1.58080873e-05,7.32620935e-05,2.61866127e-04,8.48749095e-04,1.95739883e-03,1.97323734e-03,8.48749095e-04,4.15795059e-04
7.10,1000.00,MEAN,5.0,6.23160619e-01,6.40588775e-07,6.67082157e-07,7.89367651e-07,5.92351271e-06,3.47919944e-05,1.88442703e-04,7.25402962e-04,9.71581696e-04,4.47073908e-04,2.26557959e-04
7.20,0.10,MEAN,5.0,7.19946127e+02,6.34423592e-01,7.81050877e-01,1.11835407e+00,1.49892300e+00,1.38637055e+00,1.05263868e+00,5.54727025e-01,2.75029529e-01,9.45538734e-02,2.50887674e-02
7.20,1.00,MEAN,5.0,6.88969505e+02,5.87596668e-01,7.19414728e-01,1.04852629e+00,1.41507456e+00,1.30942107e+00,1.00642015e+00,5.34169792e-01,2.64593593e-01,9.16809964e-02,2.45176773e-02
7.20,2.00,MEAN,5.0,6.20440301e+02,5.14966911e-01,6.26728327e-01,9.25293102e-01,1.25915538e+00,1.17592419e+00,9.05898049e-01,4.85600723e-01,2.43657242e-01,8.47382175e-02,2.29392558e-02
7.20,5.00,MEAN,5.0,4.41875579e+02,3.85548772e-01,4.60552691e-01,6.74185371e-01,9.10079485e-01,8.46017457e-01,6.56114030e-01,3.57585026e-01,1.79382191e-01,6.35886089e-02,1.83518278e-02
7.20,10.00,MEAN,5.0,3.02203855e+02,2.90722955e-01,3.41884431e-01,4.89417309e-01,6.43990298e-01,5.94400717e-01,4.60658750e-01,2.53092528e-01,1.25857565e-01,4.50069232e-02,1.38222685e-02
7.20,15.00,MEAN,5.0,2.35017391e+02,2.40203496e-01,2.78984018e-01,3.92897553e-01,5.10833446e-01,4.71171838e-01,3.65745780e-01,2.01594799e-01,9.98571862e-02,3.57914526e-02,1.14414041e-02
7.20,20.00,MEAN,5.0,1.94760105e+02,2.05721330e-01,2.37399240e-01,3.30125692e-01,4.26853969e-01,3.92807096e-01,3.05688657e-01,1.70718004e-01,8.40000074e-02,3.02050337e-02,9.93526200e-03
7.20,25.00,MEAN,5.0,1.67880402e+02,1.79878528e-01,2.07720483e-01,2.84825799e-01,3.66926708e-01,3.38906052e-01,2.65264617e-01,1.48620708e-01,7.32452262e-02,2.64289144e-02,8.87522403e-03
7.20,29.99,MEAN,5.0,1.47740648e+02,1.60132441e-01,1.82801319e-01,2.49907520e-01,3.21350755e-01,2.97837463e-01,2.34519697e-01,1.32886029e-01,6.53249859e-02,2.35602191e-02,8.08684882e-03
7.20,39.99,MEAN,5.0,1.20614633e+02,1.29353840e-01,1.47190345e-01,1.98783038e-01,2.55434365e-01,2.40037627e-01,1.91240260e-01,1.10224801e-01,5.42599419e-02,1.96326681e-02,6.92435499e-03
7.20,50.00,MEAN,5.0,1.02070443e+02,1.07171504e-01,1.21081927e-01,1.61576920e-01,2.09835674e-01,1.98966209e-01,1.60538546e-01,9.44668262e-02,4.67820581e-02,1.69152852e-02,6.12180264e-03
7.20,59.98,MEAN,5.0,8.85115610e+01,8.98006178e-02,1.01013478e-01,1.33683967e-01,1.75097250e-01,1.68181927e-01,1.38764803e-01,8.28474841e-02,4.12552596e-02,1.49823288e-02,5.52051157e-03
7.20,69.98,MEAN,5.0,7.80368984e+01,7.60115038e-02,8.51097519e-02,1.11938459e-01,1.47495688e-01,1.45070572e-01,1.21165596e-01,7.37189812e-02,3.69214990e-02,1.34579628e-02,5.03244833e-03
7.20,79.98,MEAN,5.0,6.95664754e+01,6.48006444e-02,7.22901830e-02,9.45103398e-02,1.25915538e-01,1.25539191e-01,1.07072841e-01,6.63711472e-02,3.34795278e-02,1.22343056e-02,4.63104845e-03
7.20,89.95,MEAN,5.0,6.27191263e+01,5.54343966e-02,6.17275904e-02,8.02009152e-02,1.08762536e-01,1.09768903e-01,9.53409169e-02,6.01837610e-02,3.06463900e-02,1.12067407e-02,4.30109787e-03
7.20,100.00,MEAN,5.0,5.69508224e+01,4.76737511e-02,5.29394377e-02,6.85929253e-02,9.41411121e-02,9.66672412e-02,8.54435579e-02,5.50401140e-02,2.82539599e-02,1.03604668e-02,4.01494245e-03
7.20,109.90,MEAN,5.0,5.19756585e+01,4.11414245e-02,4.55805251e-02,5.88273553e-02,8.18991368e-02,8.55026006e-02,7.69270936e-02,5.04753483e-02,2.61564816e-02,9.62009419e-03,3.77119791e-03
7.20,119.95,MEAN,5.0,4.76760207e+01,3.56024040e-02,3.94075399e-02,5.05684130e-02,7.14626842e-02,7.58716143e-02,6.96593350e-02,4.66529730e-02,2.43657242e-02,8.97179464e-03,3.55614388e-03
7.20,149.97,MEAN,5.0,3.77398353e+01,2.34088093e-02,2.57619851e-02,3.26647489e-02,4.84483872e-02,5.41725557e-02,5.26234509e-02,3.73748385e-02,2.00299251e-02,7.46069566e-03,3.02537577e-03
