IMT	c1	c2	c3	cn	cM	c4	c5	c6	chm	c7	c8	c9	c10	c11a	c11b	c11c	c11d	c1a	s1	s2	s3	s4	s5	s6	f3	f4	f5
EAS(15.848933)	 -4.514684	  1.270000	  1.888953	 17.525244	  5.060429	 -1.860000	  6.455100	  0.487712	  3.105862	 -0.015220	  0.222356	  0.053526	 -0.200000	  0.012124	 -0.096981	 -0.153238	 -0.157726	  0.000000	  0.546427	  0.537114	  0.721918	  0.544821	  0.566190	  0.418489	  0.200000	 -0.994919	 -0.000480
EAS(16.218101)	 -4.550644	  1.270000	  1.889450	 17.458058	  5.060176	 -1.860000	  6.455100	  0.487780	  3.105391	 -0.015226	  0.237730	  0.053614	 -0.200000	  0.008992	 -0.098301	 -0.154668	 -0.159168	  0.000000	  0.549478	  0.538999	  0.729057	  0.548041	  0.569459	  0.421261	  0.200000	 -0.996414	 -0.000451
EAS(16.595870)	 -4.586930	  1.270000	  1.890040	 17.388522	  5.059960	 -1.860000	  6.455100	  0.487848	  3.104919	 -0.015231	  0.253120	  0.053700	 -0.200000	  0.005855	 -0.099622	 -0.156094	 -0.160608	  0.000000	  0.552452	  0.540808	  0.735991	  0.551166	  0.572724	  0.424055	  0.200000	 -0.997573	 -0.000423
EAS(16.982440)	 -4.623513	  1.270000	  1.890745	 17.317793	  5.059786	 -1.860000	  6.455100	  0.487916	  3.104448	 -0.015234	  0.268526	  0.053786	 -0.200000	  0.002713	 -0.100943	 -0.157516	 -0.162046	  0.000000	  0.555348	  0.542540	  0.742707	  0.554193	  0.575976	  0.426860	  0.200000	 -0.998439	 -0.000397
EAS(17.378010)	 -4.660355	  1.270000	  1.891565	 17.246427	  5.059658	 -1.860000	  6.455100	  0.487984	  3.103977	 -0.015236	  0.283948	  0.053870	 -0.200000	 -0.000433	 -0.102264	 -0.158934	 -0.163482	  0.000000	  0.558160	  0.544193	  0.749194	  0.557118	  0.579204	  0.429666	  0.200000	 -0.999058	 -0.000374
EAS(17.782793)	 -4.697431	  1.270000	  1.892696	 17.174719	  5.059579	 -1.860000	  6.455100	  0.488052	  3.103505	 -0.015237	  0.299385	  0.053953	 -0.200000	 -0.003584	 -0.103584	 -0.160347	 -0.164916	  0.000000	  0.560887	  0.545765	  0.755447	  0.559938	  0.582397	  0.432462	  0.200000	 -0.999476	 -0.000351
EAS(18.197010)	 -4.734720	  1.270000	  1.893811	 17.102855	  5.059552	 -1.860000	  6.455100	  0.488120	  3.103034	 -0.015238	  0.314838	  0.054034	 -0.200000	 -0.006741	 -0.104903	 -0.161755	 -0.166348	  0.000000	  0.563526	  0.547255	  0.761458	  0.562651	  0.585547	  0.435239	  0.200000	 -0.999739	 -0.000331
EAS(18.620870)	 -4.772211	  1.270000	  1.894904	 17.030954	  5.059582	 -1.860000	  6.455100	  0.488189	  3.102563	 -0.015238	  0.330305	  0.054114	 -0.200000	 -0.009902	 -0.106220	 -0.163158	 -0.167777	  0.000000	  0.566074	  0.548665	  0.767225	  0.565255	  0.588645	  0.437988	  0.200000	 -0.999888	 -0.000312
EAS(19.054610)	 -4.809901	  1.270000	  1.895976	 16.959084	  5.059672	 -1.860000	  6.455100	  0.488257	  3.102091	 -0.015238	  0.345786	  0.054193	 -0.200000	 -0.013068	 -0.107534	 -0.164555	 -0.169203	  0.000000	  0.568530	  0.549994	  0.772748	  0.567746	  0.591683	  0.440700	  0.200000	 -0.999961	 -0.000294
EAS(19.498443)	 -4.847789	  1.270000	  1.897028	 16.887282	  5.059824	 -1.860000	  6.455100	  0.488325	  3.101620	 -0.015238	  0.361280	  0.054270	 -0.200000	 -0.016239	 -0.108846	 -0.165947	 -0.170626	  0.000000	  0.570893	  0.551246	  0.778026	  0.570124	  0.594654	  0.443367	  0.200000	 -0.999990	 -0.000277
EAS(19.952621)	 -4.885880	  1.270000	  1.898060	 16.815565	  5.060041	 -1.860000	  6.455100	  0.488393	  3.101149	 -0.015238	  0.376787	  0.054346	 -0.200000	 -0.019414	 -0.110154	 -0.167333	 -0.172046	  0.000000	  0.573162	  0.552424	  0.783061	  0.572386	  0.597554	  0.445983	  0.200000	 -0.999999	 -0.000261
EAS(2.041738)	 -3.354776	  1.270000	  2.452741	  5.841332	  5.357355	 -1.860000	  7.577402	  0.457433	  3.735879	 -0.006631	 -0.913168	  0.021716	 -0.200000	  0.118202	  0.027357	  0.050688	  0.092668	 -0.025095	  0.381676	  0.321807	  0.400403	  0.369113	  0.447561	  0.395983	  0.246936	 -0.139950	 -0.010353
EAS(2.089296)	 -3.352541	  1.270000	  2.443259	  5.957932	  5.349255	 -1.860000	  7.576958	  0.457805	  3.731174	 -0.006728	 -0.903980	  0.022346	 -0.200000	  0.117446	  0.024995	  0.047269	  0.089961	 -0.024144	  0.378603	  0.320554	  0.399708	  0.367016	  0.448723	  0.395279	  0.238405	 -0.145446	 -0.010106
EAS(2.137962)	 -3.350317	  1.270000	  2.433972	  6.078616	  5.341264	 -1.860000	  7.576515	  0.458176	  3.726468	 -0.006827	 -0.894648	  0.022974	 -0.200000	  0.116764	  0.022665	  0.043858	  0.087199	 -0.023209	  0.375676	  0.319374	  0.399039	  0.364994	  0.449907	  0.394587	  0.230838	 -0.151093	 -0.009863
EAS(2.187761)	 -3.348097	  1.270000	  2.424854	  6.203464	  5.333392	 -1.860000	  7.576071	  0.458548	  3.721763	 -0.006927	 -0.885171	  0.023599	 -0.200000	  0.116157	  0.020369	  0.040455	  0.084380	 -0.022307	  0.372899	  0.318269	  0.398401	  0.363054	  0.451115	  0.393907	  0.224229	 -0.156894	 -0.009623
EAS(2.238721)	 -3.345855	  1.270000	  2.415874	  6.332545	  5.325653	 -1.860000	  7.575627	  0.458919	  3.717058	 -0.007028	 -0.875548	  0.024220	 -0.200000	  0.115624	  0.018111	  0.037062	  0.081505	 -0.021442	  0.370277	  0.317245	  0.397795	  0.361205	  0.452344	  0.393239	  0.218564	 -0.162853	 -0.009387
EAS(2.290868)	 -3.343572	  1.270000	  2.407008	  6.465977	  5.318060	 -1.860000	  7.575183	  0.459291	  3.712352	 -0.007130	 -0.865780	  0.024837	 -0.200000	  0.115169	  0.015895	  0.033678	  0.078573	 -0.020592	  0.367813	  0.316306	  0.397222	  0.359452	  0.453593	  0.392582	  0.213810	 -0.168986	 -0.009155
EAS(2.344229)	 -3.341242	  1.270000	  2.398240	  6.603930	  5.310629	 -1.860000	  7.574740	  0.459662	  3.707647	 -0.007233	 -0.855869	  0.025448	 -0.200000	  0.114794	  0.013724	  0.030304	  0.075580	 -0.019727	  0.365511	  0.315456	  0.396682	  0.357798	  0.454862	  0.391937	  0.209921	 -0.175310	 -0.008926
EAS(2.398833)	 -3.338864	  1.270000	  2.389570	  6.746692	  5.303374	 -1.860000	  7.574296	  0.460034	  3.702941	 -0.007337	 -0.845816	  0.026052	 -0.200000	  0.114499	  0.011602	  0.026942	  0.072527	 -0.018819	  0.363374	  0.314702	  0.396173	  0.356248	  0.456148	  0.391301	  0.206836	 -0.181848	 -0.008701
EAS(2.454709)	 -3.336444	  1.270000	  2.381020	  6.894687	  5.296310	 -1.860000	  7.573852	  0.460405	  3.698236	 -0.007442	 -0.835623	  0.026650	 -0.200000	  0.114285	  0.009532	  0.023593	  0.069411	 -0.017862	  0.361403	  0.314047	  0.395692	  0.354803	  0.457450	  0.390676	  0.204476	 -0.188619	 -0.008480
EAS(2.511886)	 -3.333989	  1.270000	  2.372600	  7.048311	  5.289448	 -1.860000	  7.573277	  0.460796	  3.693324	 -0.007549	 -0.825295	  0.027241	 -0.200000	  0.114148	  0.007517	  0.020259	  0.066232	 -0.016845	  0.359601	  0.313498	  0.395236	  0.353463	  0.458767	  0.390061	  0.202751	 -0.195640	 -0.008263
EAS(2.570396)	 -3.331508	  1.270000	  2.364299	  7.207827	  5.282800	 -1.860000	  7.572197	  0.461260	  3.687618	 -0.007656	 -0.814837	  0.027823	 -0.200000	  0.114084	  0.005558	  0.016941	  0.062988	 -0.015749	  0.357968	  0.313060	  0.394802	  0.352226	  0.460095	  0.389454	  0.201559	 -0.202920	 -0.008049
EAS(2.630268)	 -3.329012	  1.270000	  2.356091	  7.373382	  5.276374	 -1.860000	  7.571116	  0.461724	  3.681911	 -0.007765	 -0.804255	  0.028397	 -0.200000	  0.114085	  0.003659	  0.013640	  0.059680	 -0.014556	  0.356506	  0.312738	  0.394387	  0.351093	  0.461433	  0.388857	  0.200794	 -0.210459	 -0.007840
EAS(2.691535)	 -3.326511	  1.270000	  2.347943	  7.545036	  5.270176	 -1.860000	  7.570036	  0.462188	  3.676204	 -0.007874	 -0.793552	  0.028961	 -0.200000	  0.114141	  0.001818	  0.010357	  0.056307	 -0.013266	  0.355213	  0.312539	  0.393992	  0.350059	  0.462778	  0.388267	  0.200348	 -0.218249	 -0.007636
EAS(2.754228)	 -3.324028	  1.270000	  2.339823	  7.722791	  5.264210	 -1.860000	  7.568955	  0.462653	  3.670497	 -0.007984	 -0.782735	  0.029517	 -0.200000	  0.114241	  0.000036	  0.007094	  0.052869	 -0.011901	  0.354091	  0.312467	  0.393621	  0.349121	  0.464128	  0.387684	  0.200123	 -0.226273	 -0.007436
EAS(2.818383)	 -3.321602	  1.270000	  2.331703	  7.906617	  5.258478	 -1.860000	  7.567875	  0.463117	  3.664790	 -0.008095	 -0.771810	  0.030062	 -0.200000	  0.114374	 -0.001688	  0.003849	  0.049371	 -0.010494	  0.353138	  0.312530	  0.393282	  0.348278	  0.465479	  0.387109	  0.200030	 -0.234508	 -0.007241
EAS(2.884031)	 -3.319282	  1.270000	  2.323557	  8.096427	  5.252978	 -1.860000	  7.566794	  0.463581	  3.659084	 -0.008208	 -0.760782	  0.030598	 -0.200000	  0.114527	 -0.003358	  0.000623	  0.045813	 -0.009073	  0.352353	  0.312734	  0.392991	  0.347526	  0.466829	  0.386539	  0.200003	 -0.242930	 -0.007052
EAS(2.951209)	 -3.317119	  1.270000	  2.315355	  8.292032	  5.247706	 -1.860000	  7.565714	  0.464045	  3.653377	 -0.008320	 -0.749663	  0.031125	 -0.200000	  0.114690	 -0.004977	 -0.002584	  0.042201	 -0.007661	  0.351734	  0.313084	  0.392762	  0.346864	  0.468174	  0.385974	  0.200000	 -0.251511	 -0.006870
EAS(20.417380)	 -4.924177	  1.270000	  1.899074	 16.743944	  5.060327	 -1.860000	  6.455100	  0.488437	  3.100887	 -0.015238	  0.392305	  0.054420	 -0.200000	 -0.022593	 -0.111458	 -0.168712	 -0.173463	  0.000000	  0.575335	  0.553531	  0.787856	  0.574532	  0.600375	  0.448542	  0.200000	 -1.000000	 -0.000246
EAS(20.892960)	 -4.962688	  1.270000	  1.900066	 16.672403	  5.060682	 -1.860000	  6.455100	  0.488478	  3.100650	 -0.015238	  0.407834	  0.054493	 -0.200000	 -0.025775	 -0.112758	 -0.170085	 -0.174876	  0.000000	  0.577413	  0.554570	  0.792412	  0.576560	  0.603114	  0.451037	  0.200000	 -1.000000	 -0.000232
EAS(21.379620)	 -5.001419	  1.270000	  1.901037	 16.600904	  5.061110	 -1.860000	  6.455100	  0.488520	  3.100412	 -0.015238	  0.423373	  0.054564	 -0.200000	 -0.028960	 -0.114054	 -0.171452	 -0.176286	  0.000000	  0.579395	  0.555547	  0.796735	  0.578469	  0.605766	  0.453464	  0.200000	 -1.000000	 -0.000219
EAS(21.877611)	 -5.040377	  1.270000	  1.901982	 16.529380	  5.061609	 -1.860000	  6.455100	  0.488561	  3.100175	 -0.015238	  0.438922	  0.054634	 -0.200000	 -0.032149	 -0.115346	 -0.172812	 -0.177692	  0.000000	  0.581281	  0.556467	  0.800825	  0.580259	  0.608328	  0.455819	  0.200000	 -1.000000	 -0.000206
EAS(22.387210)	 -5.079571	  1.270000	  1.902898	 16.457730	  5.062182	 -1.860000	  6.455100	  0.488602	  3.099938	 -0.015238	  0.454477	  0.054702	 -0.200000	 -0.035339	 -0.116632	 -0.174164	 -0.179095	  0.000000	  0.583073	  0.557333	  0.804687	  0.581930	  0.610796	  0.458097	  0.200000	 -1.000000	 -0.000195
EAS(22.908672)	 -5.119006	  1.270000	  1.903777	 16.385804	  5.062827	 -1.860000	  6.455100	  0.488643	  3.099700	 -0.015238	  0.470040	  0.054769	 -0.200000	 -0.038532	 -0.117914	 -0.175510	 -0.180494	  0.000000	  0.584769	  0.558152	  0.808325	  0.583482	  0.613167	  0.460294	  0.200000	 -1.000000	 -0.000184
EAS(23.442283)	 -5.158691	  1.270000	  1.904615	 16.313449	  5.063544	 -1.860000	  6.455100	  0.488685	  3.099463	 -0.015238	  0.485609	  0.054834	 -0.200000	 -0.041727	 -0.119190	 -0.176850	 -0.181889	  0.000000	  0.586372	  0.558929	  0.811741	  0.584915	  0.615439	  0.462408	  0.200000	 -1.000000	 -0.000173
EAS(23.988321)	 -5.198632	  1.270000	  1.905405	 16.240566	  5.064330	 -1.860000	  6.455100	  0.488726	  3.099226	 -0.015238	  0.501183	  0.054898	 -0.200000	 -0.044924	 -0.120462	 -0.178182	 -0.183280	  0.000000	  0.587882	  0.559669	  0.814941	  0.586230	  0.617609	  0.464436	  0.200000	 -1.000000	 -0.000164
EAS(24.547080)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.589300	  0.560376	  0.817928	  0.587430	  0.619676	  0.466373	  0.200000	 -1.000000	 -0.000155
EAS(25.118860)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.590627	  0.561055	  0.820705	  0.588516	  0.621636	  0.468217	  0.200000	 -1.000000	 -0.000147
EAS(25.703950)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.591863	  0.561708	  0.823277	  0.589491	  0.623487	  0.469966	  0.200000	 -1.000000	 -0.000140
EAS(26.302670)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.593011	  0.562337	  0.825649	  0.590357	  0.625227	  0.471615	  0.200000	 -1.000000	 -0.000133
EAS(26.915340)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.594071	  0.562942	  0.827825	  0.591118	  0.626856	  0.473164	  0.200000	 -1.000000	 -0.000128
EAS(27.542291)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.595045	  0.563523	  0.829810	  0.591778	  0.628370	  0.474609	  0.200000	 -1.000000	 -0.000122
EAS(28.183832)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.595934	  0.564077	  0.831610	  0.592343	  0.629770	  0.475949	  0.200000	 -1.000000	 -0.000118
EAS(28.840320)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.596740	  0.564601	  0.833231	  0.592815	  0.631056	  0.477183	  0.200000	 -1.000000	 -0.000114
EAS(29.512094)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.597467	  0.565094	  0.834680	  0.593202	  0.632227	  0.478311	  0.200000	 -1.000000	 -0.000110
EAS(3.019952)	 -3.315156	  1.270000	  2.307060	  8.493113	  5.242655	 -1.860000	  7.564633	  0.464509	  3.647670	 -0.008434	 -0.738463	  0.031641	 -0.200000	  0.114851	 -0.006549	 -0.005772	  0.038539	 -0.006280	  0.351281	  0.313586	  0.392612	  0.346290	  0.469512	  0.385415	  0.200000	 -0.260227	 -0.006693
EAS(3.090296)	 -3.313417	  1.270000	  2.298642	  8.699322	  5.237818	 -1.860000	  7.563553	  0.464974	  3.641963	 -0.008549	 -0.727195	  0.032148	 -0.200000	  0.115003	 -0.008078	 -0.008941	  0.034831	 -0.004954	  0.350992	  0.314248	  0.392554	  0.345807	  0.470839	  0.384859	  0.200000	 -0.269054	 -0.006524
EAS(3.162278)	 -3.311904	  1.270000	  2.290093	  8.910444	  5.233185	 -1.860000	  7.562472	  0.465438	  3.636256	 -0.008664	 -0.715874	  0.032644	 -0.200000	  0.115137	 -0.009571	 -0.012090	  0.031082	 -0.003696	  0.350863	  0.315074	  0.392598	  0.345417	  0.472151	  0.384307	  0.200000	 -0.277969	 -0.006361
EAS(3.235937)	 -3.310615	  1.270000	  2.281416	  9.126353	  5.228744	 -1.860000	  7.561392	  0.465902	  3.630550	 -0.008780	 -0.704510	  0.033131	 -0.200000	  0.115247	 -0.011031	 -0.015216	  0.027299	 -0.002522	  0.350893	  0.316071	  0.392757	  0.345124	  0.473446	  0.383759	  0.200000	 -0.286956	 -0.006205
EAS(3.311311)	 -3.309540	  1.270000	  2.272621	  9.346953	  5.224481	 -1.860000	  7.560311	  0.466366	  3.624843	 -0.008897	 -0.693114	  0.033609	 -0.200000	  0.115330	 -0.012464	 -0.018318	  0.023485	 -0.001464	  0.351078	  0.317242	  0.393038	  0.344936	  0.474721	  0.383213	  0.200000	 -0.296005	 -0.006056
EAS(3.388441)	 -3.308676	  1.270000	  2.263724	  9.572236	  5.220384	 -1.860000	  7.558345	  0.466869	  3.618829	 -0.009014	 -0.681696	  0.034077	 -0.200000	  0.115382	 -0.013873	 -0.021390	  0.019646	 -0.000561	  0.351416	  0.318590	  0.393450	  0.344858	  0.475972	  0.382670	  0.200000	 -0.305120	 -0.005914
EAS(3.467368)	 -3.308028	  1.270000	  2.254767	  9.802432	  5.216440	 -1.860000	  7.556021	  0.467387	  3.612691	 -0.009132	 -0.670263	  0.034536	 -0.200000	  0.115404	 -0.015262	 -0.024429	  0.015787	  0.000160	  0.351904	  0.320118	  0.393997	  0.344898	  0.477196	  0.382130	  0.200000	 -0.314312	 -0.005779
EAS(3.548134)	 -3.307615	  1.270000	  2.245799	 10.037894	  5.212639	 -1.860000	  7.553698	  0.467904	  3.606553	 -0.009250	 -0.658819	  0.034986	 -0.200000	  0.115393	 -0.016635	 -0.027431	  0.011912	  0.000679	  0.352537	  0.321824	  0.394684	  0.345061	  0.478390	  0.381594	  0.200000	 -0.323603	 -0.005650
EAS(3.630780)	 -3.307458	  1.270000	  2.236857	 10.278908	  5.208977	 -1.860000	  7.551374	  0.468422	  3.600416	 -0.009369	 -0.647366	  0.035428	 -0.200000	  0.115347	 -0.017992	 -0.030391	  0.008027	  0.000990	  0.353313	  0.323710	  0.395514	  0.345348	  0.479552	  0.381060	  0.200000	 -0.333021	 -0.005527
EAS(3.715352)	 -3.307591	  1.270000	  2.227956	 10.525507	  5.205449	 -1.860000	  7.549050	  0.468940	  3.594278	 -0.009489	 -0.635904	  0.035862	 -0.200000	  0.115267	 -0.019334	 -0.033307	  0.004135	  0.001103	  0.354228	  0.325774	  0.396487	  0.345760	  0.480680	  0.380530	  0.200000	 -0.342596	 -0.005410
EAS(3.801893)	 -3.308062	  1.270000	  2.219095	 10.777541	  5.202048	 -1.860000	  7.546726	  0.469458	  3.588140	 -0.009608	 -0.624434	  0.036287	 -0.200000	  0.115149	 -0.020660	 -0.036176	  0.000241	  0.001055	  0.355278	  0.328013	  0.397605	  0.346296	  0.481770	  0.380005	  0.200000	 -0.352362	 -0.005297
EAS(3.890451)	 -3.308911	  1.270000	  2.210263	 11.034672	  5.198771	 -1.860000	  7.544402	  0.469976	  3.582002	 -0.009729	 -0.612956	  0.036705	 -0.200000	  0.114993	 -0.021969	 -0.038997	 -0.003650	  0.000890	  0.356458	  0.330424	  0.398865	  0.346956	  0.482821	  0.379484	  0.200000	 -0.362348	 -0.005189
EAS(3.981071)	 -3.310168	  1.270000	  2.201444	 11.296383	  5.195610	 -1.860000	  7.542079	  0.470493	  3.575864	 -0.009849	 -0.601466	  0.037116	 -0.200000	  0.114800	 -0.023261	 -0.041770	 -0.007537	  0.000663	  0.357764	  0.333003	  0.400267	  0.347739	  0.483831	  0.378970	  0.200000	 -0.372583	 -0.005085
EAS(30.199520)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.598116	  0.565551	  0.835965	  0.593508	  0.633284	  0.479333	  0.200000	 -1.000000	 -0.000108
EAS(30.902954)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.598690	  0.565969	  0.837093	  0.593739	  0.634231	  0.480250	  0.200000	 -1.000000	 -0.000106
EAS(31.622780)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.599193	  0.566345	  0.838074	  0.593902	  0.635070	  0.481065	  0.200000	 -1.000000	 -0.000104
EAS(32.359363)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.599629	  0.566676	  0.838917	  0.594004	  0.635803	  0.481780	  0.200000	 -1.000000	 -0.000103
EAS(33.113110)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.600003	  0.566960	  0.839633	  0.594050	  0.636438	  0.482399	  0.200000	 -1.000000	 -0.000102
EAS(33.884414)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.600317	  0.567194	  0.840230	  0.594048	  0.636977	  0.482927	  0.200000	 -1.000000	 -0.000101
EAS(34.673683)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.600578	  0.567379	  0.840722	  0.594005	  0.637429	  0.483371	  0.200000	 -1.000000	 -0.000101
EAS(35.481334)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.600790	  0.567514	  0.841118	  0.593928	  0.637800	  0.483736	  0.200000	 -1.000000	 -0.000100
EAS(36.307800)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.600959	  0.567603	  0.841431	  0.593824	  0.638098	  0.484029	  0.200000	 -1.000000	 -0.000100
EAS(37.153514)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601090	  0.567653	  0.841672	  0.593698	  0.638330	  0.484260	  0.200000	 -1.000000	 -0.000100
EAS(38.018932)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601188	  0.567672	  0.841851	  0.593558	  0.638507	  0.484435	  0.200000	 -1.000000	 -0.000100
EAS(38.904510)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601260	  0.567667	  0.841980	  0.593409	  0.638636	  0.484563	  0.200000	 -1.000000	 -0.000100
EAS(39.810710)	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	-9999.999900	  0.601309	  0.567647	  0.842068	  0.593256	  0.638726	  0.484652	  0.200000	 -1.000000	 -0.000100
EAS(4.073803)	 -3.311841	  1.270000	  2.192626	 11.562117	  5.192558	 -1.860000	  7.537962	  0.471001	  3.569684	 -0.009970	 -0.589961	  0.037520	 -0.200000	  0.114573	 -0.024534	 -0.044494	 -0.011414	  0.000431	  0.359193	  0.335744	  0.401807	  0.348645	  0.484798	  0.378462	  0.200000	 -0.383094	 -0.004984
EAS(4.168694)	 -3.313927	  1.270000	  2.183806	 11.831337	  5.189606	 -1.860000	  7.533381	  0.471507	  3.563493	 -0.010091	 -0.578437	  0.037917	 -0.200000	  0.114317	 -0.025789	 -0.047169	 -0.015278	  0.000239	  0.360740	  0.338641	  0.403482	  0.349673	  0.485722	  0.377962	  0.200000	 -0.393904	 -0.004886
EAS(4.265795)	 -3.316431	  1.270000	  2.174990	 12.103519	  5.186742	 -1.860000	  7.528799	  0.472013	  3.557301	 -0.010213	 -0.566889	  0.038309	 -0.200000	  0.114039	 -0.027027	 -0.049796	 -0.019125	  0.000108	  0.362401	  0.341683	  0.405288	  0.350822	  0.486601	  0.377471	  0.200000	 -0.405027	 -0.004790
EAS(4.365158)	 -3.319359	  1.270000	  2.166191	 12.378190	  5.183957	 -1.860000	  7.524218	  0.472518	  3.551110	 -0.010334	 -0.555313	  0.038695	 -0.200000	  0.113744	 -0.028251	 -0.052375	 -0.022952	  0.000037	  0.364171	  0.344862	  0.407220	  0.352091	  0.487435	  0.376989	  0.200000	 -0.416478	 -0.004696
