rup_mag,rup_hypo_depth,dist_rhypo,site_vs30,site_backarc,result_type,damping,pga,0.020,0.050,0.075,0.100,0.200,0.300,0.400,0.500,0.600,0.750,1.000,2.000,3.000,5.000,10.000
9.0,135.0,50.0,1200.0,0.0,MEAN,5.0,1.39007402e+00,1.39007402e+00,2.11960728e+00,2.91859576e+00,3.44050710e+00,3.19890109e+00,2.34121685e+00,1.80521777e+00,1.38024286e+00,1.10582766e+00,8.32246343e-01,5.95679306e-01,2.21471247e-01,1.22797381e-01,4.96161415e-02,1.08730968e-02
9.0,135.0,100.0,1200.0,0.0,MEAN,5.0,6.07915375e-01,6.07915375e-01,9.05402465e-01,1.21770275e+00,1.43545571e+00,1.35761672e+00,1.03873961e+00,8.25809095e-01,6.44726210e-01,5.30400425e-01,4.05809269e-01,2.99832246e-01,1.21831542e-01,6.98132722e-02,2.95671686e-02,6.92074761e-03
9.0,135.0,300.0,1200.0,0.0,MEAN,5.0,1.07287452e-01,1.07287452e-01,1.52629173e-01,1.96077266e-01,2.31140343e-01,2.12504261e-01,1.61652290e-01,1.25660125e-01,9.31682483e-02,7.58865742e-02,5.52305982e-02,4.16672076e-02,1.97208532e-02,1.20497448e-02,5.59331708e-03,1.48853997e-03
5.0,45.0,1.0,180.0,1.0,MEAN,5.0,6.21994982e-01,6.21994982e-01,5.52491483e-01,6.71010561e-01,7.44825232e-01,7.27205669e-01,4.87029380e-01,3.68467368e-01,2.61557608e-01,1.95860010e-01,1.38571657e-01,8.47355336e-02,2.20506187e-02,8.07100075e-03,2.12241795e-03,4.42693464e-04
5.0,45.0,5.0,180.0,1.0,MEAN,5.0,4.08228746e-01,4.08228746e-01,3.96447008e-01,4.99943673e-01,5.81947044e-01,6.41548564e-01,4.50211786e-01,3.40417111e-01,2.40303064e-01,1.78942004e-01,1.23939060e-01,7.18386928e-02,1.50141617e-02,5.35434906e-03,1.46816054e-03,3.24694124e-04
5.0,45.0,10.0,180.0,1.0,MEAN,5.0,2.72840219e-01,2.72840219e-01,2.87511482e-01,3.73897115e-01,4.49554464e-01,5.25979304e-01,3.74747311e-01,2.81315623e-01,1.97920143e-01,1.47434039e-01,1.01269071e-01,5.71571169e-02,1.05896542e-02,3.73829708e-03,1.06216059e-03,2.46899592e-04
5.0,45.0,20.0,180.0,1.0,MEAN,5.0,1.39256289e-01,1.39256289e-01,1.59540233e-01,2.12790329e-01,2.62340511e-01,3.16509455e-01,2.29420434e-01,1.73090470e-01,1.23289154e-01,9.33754944e-02,6.47760230e-02,3.64765422e-02,6.41273809e-03,2.27728000e-03,6.78124078e-04,1.68331836e-04
5.0,45.0,50.0,180.0,1.0,MEAN,5.0,3.53694112e-02,3.53694112e-02,4.24454643e-02,5.65417569e-02,7.06501512e-02,8.76135455e-02,6.76962560e-02,5.36058004e-02,4.01099482e-02,3.19715053e-02,2.31536743e-02,1.35891695e-02,2.55080606e-03,9.40050480e-04,3.01820222e-04,8.32514156e-05
5.0,45.0,100.0,180.0,1.0,MEAN,5.0,7.68138019e-03,7.68138019e-03,8.79777819e-03,1.11867214e-02,1.40162016e-02,1.86995077e-02,1.61549932e-02,1.38203127e-02,1.10081236e-02,9.32069476e-03,7.14217787e-03,4.51984746e-03,1.01364255e-03,4.00633240e-04,1.37025415e-04,4.12937383e-05
5.0,45.0,300.0,180.0,1.0,MEAN,5.0,1.50761409e-04,1.50761409e-04,1.27994641e-04,1.31261264e-04,1.64573701e-04,3.03314741e-04,3.74624618e-04,3.97523446e-04,3.64853514e-04,3.54362891e-04,3.12675386e-04,2.55121125e-04,1.13158558e-04,5.86312059e-05,2.22862531e-05,7.78602608e-06
5.0,45.0,1.0,360.0,1.0,MEAN,5.0,9.28751166e-01,9.28751166e-01,1.03325477e+00,1.41220278e+00,1.64187025e+00,1.72065155e+00,1.11654934e+00,7.76843648e-01,5.06836158e-01,3.44235000e-01,2.10906511e-01,1.06015168e-01,1.47880420e-02,5.06214057e-03,1.40416141e-03,3.12164844e-04
5.0,45.0,5.0,360.0,1.0,MEAN,5.0,5.03906069e-01,5.03906069e-01,6.05402408e-01,8.45309433e-01,1.00267010e+00,1.05636781e+00,6.73283318e-01,4.58183068e-01,2.98078947e-01,2.04522534e-01,1.27214040e-01,6.53319947e-02,9.58966169e-03,3.35825363e-03,9.71314045e-04,2.28957730e-04
5.0,45.0,10.0,360.0,1.0,MEAN,5.0,2.84454011e-01,2.84454011e-01,3.61118351e-01,5.10541403e-01,6.11997482e-01,6.40117385e-01,4.06369139e-01,2.75837318e-01,1.81361246e-01,1.26673701e-01,8.04244041e-02,4.23166825e-02,6.55423974e-03,2.34466405e-03,7.02710277e-04,1.74100995e-04
5.0,45.0,20.0,360.0,1.0,MEAN,5.0,1.22449881e-01,1.22449881e-01,1.61785809e-01,2.29231015e-01,2.76548431e-01,2.88836512e-01,1.87973906e-01,1.30533568e-01,8.85429227e-02,6.40170898e-02,4.21076610e-02,2.30263349e-02,3.87343174e-03,1.42831253e-03,4.48637206e-04,1.18699023e-04
5.0,45.0,50.0,360.0,1.0,MEAN,5.0,2.75066877e-02,2.75066877e-02,3.64447911e-02,5.05386218e-02,6.11434530e-02,6.56201391e-02,4.63741116e-02,3.44038207e-02,2.48806086e-02,1.91702058e-02,1.33789076e-02,7.81433673e-03,1.51891650e-03,5.89600697e-04,1.99679949e-04,5.87046508e-05
5.0,45.0,100.0,360.0,1.0,MEAN,5.0,5.79198081e-03,5.79198081e-03,7.23125611e-03,9.51772056e-03,1.15210050e-02,1.33432191e-02,1.06079826e-02,8.54393579e-03,6.60255957e-03,5.42031835e-03,4.01795962e-03,2.54469474e-03,6.01639274e-04,2.51277610e-04,9.06540578e-05,2.91182374e-05
5.0,45.0,300.0,360.0,1.0,MEAN,5.0,1.12742014e-04,1.12742014e-04,1.03968340e-04,1.10194119e-04,1.33405249e-04,2.13664268e-04,2.43264468e-04,2.43354800e-04,2.16917945e-04,2.04434174e-04,1.74676514e-04,1.42843986e-04,6.71076829e-05,3.67735569e-05,1.47442668e-05,5.49030835e-06
5.0,45.0,1.0,570.0,1.0,MEAN,5.0,1.09784001e+00,1.09784001e+00,1.41077863e+00,2.06841208e+00,2.44428704e+00,2.52003842e+00,1.54293694e+00,8.71424343e-01,4.86512278e-01,2.97076670e-01,1.65782659e-01,7.92893176e-02,1.06101020e-02,3.71554055e-03,1.06775572e-03,2.47627872e-04
5.0,45.0,5.0,570.0,1.0,MEAN,5.0,5.21279858e-01,5.21279858e-01,7.09690063e-01,1.04823165e+00,1.24175076e+00,1.21609744e+00,7.17815021e-01,4.23827414e-01,2.49987552e-01,1.60120461e-01,9.36534231e-02,4.68256747e-02,6.83572389e-03,2.46491131e-03,7.38608915e-04,1.81623000e-04
5.0,45.0,10.0,570.0,1.0,MEAN,5.0,2.68273677e-01,2.68273677e-01,3.77397300e-01,5.57593245e-01,6.60603627e-01,6.29550489e-01,3.71081030e-01,2.28292822e-01,1.40895323e-01,9.38991258e-02,5.70874443e-02,2.96228511e-02,4.65518549e-03,1.72095070e-03,5.34356604e-04,1.38107348e-04
5.0,45.0,20.0,570.0,1.0,MEAN,5.0,1.07107407e-01,1.07107407e-01,1.53026039e-01,2.23946196e-01,2.65139756e-01,2.51218924e-01,1.53217068e-01,9.97542547e-02,6.51559387e-02,4.56630425e-02,2.91354128e-02,1.58556573e-02,2.74420251e-03,1.04836147e-03,3.41153761e-04,9.41591820e-05
5.0,45.0,50.0,570.0,1.0,MEAN,5.0,2.29878761e-02,2.29878761e-02,3.23545204e-02,4.59708821e-02,5.43894860e-02,5.31001281e-02,3.54582992e-02,2.51550807e-02,1.77708638e-02,1.33889767e-02,9.12905787e-03,5.33276406e-03,1.07462714e-03,4.32758686e-04,1.51841097e-04,4.65680489e-05
5.0,45.0,100.0,570.0,1.0,MEAN,5.0,4.78991528e-03,4.78991528e-03,6.32451592e-03,8.51248369e-03,1.00694968e-02,1.06219070e-02,7.99631281e-03,6.18630946e-03,4.68493927e-03,3.76818394e-03,2.73325559e-03,1.73316403e-03,4.25528960e-04,1.84434260e-04,6.89353722e-05,2.30983318e-05
5.0,45.0,300.0,570.0,1.0,MEAN,5.0,9.29807138e-05,9.29807138e-05,9.05748157e-05,9.81180581e-05,1.16058944e-04,1.69362423e-04,1.82696005e-04,1.75756994e-04,1.53655127e-04,1.41951276e-04,1.18731141e-04,9.72398428e-05,4.74603878e-05,2.69912778e-05,1.12118701e-05,4.35524178e-06
5.0,45.0,1.0,850.0,1.0,MEAN,5.0,1.18372989e+00,1.18372989e+00,1.70976456e+00,2.64613874e+00,3.14152912e+00,2.74760924e+00,1.24323241e+00,6.56621902e-01,3.60464802e-01,2.16324542e-01,1.18503409e-01,5.67512783e-02,7.85052264e-03,2.83940176e-03,8.41471948e-04,2.02457241e-04
5.0,45.0,5.0,850.0,1.0,MEAN,5.0,5.06159531e-01,5.06159531e-01,7.57926086e-01,1.16673800e+00,1.37121299e+00,1.16711098e+00,5.69713363e-01,3.19355736e-01,1.85219813e-01,1.16596114e-01,6.69445766e-02,3.35154467e-02,5.05782177e-03,1.88367572e-03,5.82079467e-04,1.48492539e-04
5.0,45.0,10.0,850.0,1.0,MEAN,5.0,2.44939695e-01,2.44939695e-01,3.72109395e-01,5.67811647e-01,6.63278233e-01,5.61795887e-01,2.92093936e-01,1.72019600e-01,1.04391620e-01,6.83752293e-02,4.08067817e-02,2.12025367e-02,3.44441918e-03,1.31514389e-03,4.21113259e-04,1.12914724e-04
5.0,45.0,20.0,850.0,1.0,MEAN,5.0,9.35194243e-02,9.35194243e-02,1.41981694e-01,2.13004316e-01,2.47709450e-01,2.12873255e-01,1.19914451e-01,7.51652498e-02,4.82750870e-02,3.32507994e-02,2.08263383e-02,1.13486766e-02,2.03046340e-03,8.01153788e-04,2.68854864e-04,7.69832897e-05
5.0,45.0,50.0,850.0,1.0,MEAN,5.0,1.95768883e-02,1.95768883e-02,2.89845275e-02,4.20271145e-02,4.87522365e-02,4.37289811e-02,2.76650997e-02,1.89544589e-02,1.31667199e-02,9.74955138e-03,6.52555874e-03,3.81692246e-03,7.95127569e-04,3.30712518e-04,1.19662223e-04,3.80734148e-05
5.0,45.0,100.0,850.0,1.0,MEAN,5.0,4.05663994e-03,4.05663994e-03,5.62117169e-03,7.71293601e-03,8.94215624e-03,8.69241015e-03,6.23459503e-03,4.66141015e-03,3.47114715e-03,2.74390670e-03,1.95376349e-03,1.24051104e-03,3.14853214e-04,1.40943950e-04,5.43262664e-05,1.88848876e-05
5.0,45.0,300.0,850.0,1.0,MEAN,5.0,7.86333878e-05,7.86333878e-05,8.03365855e-05,8.86952872e-05,1.02815859e-04,1.38371159e-04,1.42419994e-04,1.32433633e-04,1.13845565e-04,1.03365723e-04,8.48704262e-05,6.95993551e-05,3.51164246e-05,2.06266303e-05,8.83579827e-06,3.56078751e-06
5.0,45.0,1.0,1200.0,1.0,MEAN,5.0,1.11598372e+00,1.11598372e+00,1.86791692e+00,3.01895618e+00,3.47094682e+00,2.53076743e+00,1.12347490e+00,5.85228696e-01,3.19078406e-01,1.90141591e-01,1.03378455e-01,4.95343361e-02,6.94533414e-03,2.54522268e-03,7.63788864e-04,1.86535052e-04
5.0,45.0,5.0,1200.0,1.0,MEAN,5.0,4.75179123e-01,4.75179123e-01,7.78888654e-01,1.23280095e+00,1.41737285e+00,1.07500238e+00,5.14834281e-01,2.84632816e-01,1.63953991e-01,1.02483845e-01,5.84002346e-02,2.92533570e-02,4.47463995e-03,1.68851560e-03,5.28343002e-04,1.36814388e-04
5.0,45.0,10.0,1200.0,1.0,MEAN,5.0,2.29417549e-01,2.29417549e-01,3.69419578e-01,5.74397761e-01,6.60395169e-01,5.17458856e-01,2.63957248e-01,1.53316248e-01,9.24060035e-02,6.00993987e-02,3.55984868e-02,1.85062542e-02,3.04726746e-03,1.17888708e-03,3.82236887e-04,1.04034579e-04
5.0,45.0,20.0,1200.0,1.0,MEAN,5.0,8.74530473e-02,8.74530473e-02,1.37556158e-01,2.08922247e-01,2.40201568e-01,1.96073260e-01,1.08363388e-01,6.69926802e-02,4.27324325e-02,2.92262720e-02,1.81682088e-02,9.90548894e-03,1.79634496e-03,7.18149442e-04,2.44034696e-04,7.09289620e-05
5.0,45.0,50.0,1200.0,1.0,MEAN,5.0,1.82911287e-02,1.82911287e-02,2.77072475e-02,4.05271273e-02,4.65947483e-02,4.02778822e-02,2.50001889e-02,1.68935779e-02,1.16549965e-02,8.56950949e-03,5.69268163e-03,3.33153236e-03,7.03447007e-04,2.96448715e-04,1.08615235e-04,3.50791426e-05
5.0,45.0,100.0,1200.0,1.0,MEAN,5.0,3.78949089e-03,3.78949089e-03,5.35761628e-03,7.40983244e-03,8.51921418e-03,8.00640362e-03,5.63403188e-03,4.15458421e-03,3.07261096e-03,2.41179656e-03,1.70439865e-03,1.08275783e-03,2.78549707e-04,1.26341310e-04,4.93109692e-05,1.73996913e-05
5.0,45.0,300.0,1200.0,1.0,MEAN,5.0,7.34513970e-05,7.34513970e-05,7.65113504e-05,8.51270174e-05,9.78720233e-05,1.27450882e-04,1.28701027e-04,1.18034385e-04,1.00774503e-04,9.08548005e-05,7.40381530e-05,6.07485498e-05,3.10673970e-05,1.84895875e-05,8.02009424e-06,3.28075045e-06
5.0,90.0,1.0,180.0,1.0,MEAN,5.0,8.51459537e-01,8.51459537e-01,7.12338501e-01,8.35999803e-01,8.99282546e-01,8.13846249e-01,5.42595549e-01,4.20204330e-01,3.05872747e-01,2.35672322e-01,1.71340072e-01,1.09215149e-01,3.10685476e-02,1.02910798e-02,2.17071364e-03,3.37943112e-04
5.0,90.0,5.0,180.0,1.0,MEAN,5.0,5.44496112e-01,5.44496112e-01,4.89223423e-01,5.92311010e-01,6.67612501e-01,6.95856814e-01,4.97962913e-01,3.91410653e-01,2.85639368e-01,2.19648007e-01,1.56490835e-01,9.42797164e-02,2.12129323e-02,6.82716249e-03,1.50156858e-03,2.47864836e-04
5.0,90.0,10.0,180.0,1.0,MEAN,5.0,3.79247368e-01,3.79247368e-01,3.69056868e-01,4.61783506e-01,5.41422669e-01,6.19187095e-01,4.56928229e-01,3.57273081e-01,2.58861074e-01,1.97972817e-01,1.38539235e-01,7.99636494e-02,1.51087111e-02,4.76658531e-03,1.08633009e-03,1.88478085e-04
5.0,90.0,20.0,180.0,1.0,MEAN,5.0,2.13652456e-01,2.13652456e-01,2.30505708e-01,2.99264102e-01,3.64226893e-01,4.41905596e-01,3.30626292e-01,2.56271514e-01,1.85267545e-01,1.42209039e-01,9.88672854e-02,5.56172670e-02,9.27054181e-03,2.90368827e-03,6.93554814e-04,1.28501072e-04
5.0,90.0,50.0,180.0,1.0,MEAN,5.0,6.07075873e-02,6.07075873e-02,7.13773087e-02,9.42544974e-02,1.17443732e-01,1.46262020e-01,1.13947661e-01,9.06813995e-02,6.76939117e-02,5.39747785e-02,3.85922755e-02,2.21913189e-02,3.72645444e-03,1.19862887e-03,3.08688151e-04,6.35524235e-05
5.0,90.0,100.0,180.0,1.0,MEAN,5.0,1.36507071e-02,1.36507071e-02,1.55596895e-02,1.97446139e-02,2.47248430e-02,3.29153710e-02,2.83933243e-02,2.42327256e-02,1.91571828e-02,1.61647687e-02,1.21794686e-02,7.51290367e-03,1.48484088e-03,5.10834875e-04,1.40143433e-04,3.15227930e-05
5.0,90.0,300.0,180.0,1.0,MEAN,5.0,2.70561810e-04,2.70561810e-04,2.29681608e-04,2.35533875e-04,2.95306226e-04,5.41841766e-04,6.66264803e-04,7.03845601e-04,6.40231757e-04,6.19044094e-04,5.36487288e-04,4.26086925e-04,1.65881796e-04,7.47588110e-05,2.27933776e-05,5.94369265e-06
5.0,90.0,1.0,360.0,1.0,MEAN,5.0,1.40492674e+00,1.40492674e+00,1.47166529e+00,1.95718619e+00,2.23919024e+00,2.35277288e+00,1.61093369e+00,1.18200776e+00,7.98198307e-01,5.55712561e-01,3.43001575e-01,1.70978323e-01,2.15625712e-02,6.45457661e-03,1.43611315e-03,2.38300241e-04
5.0,90.0,5.0,360.0,1.0,MEAN,5.0,7.69107101e-01,7.69107101e-01,8.63950113e-01,1.17204943e+00,1.37228253e+00,1.47747494e+00,9.99628337e-01,7.15199889e-01,4.79058793e-01,3.35394000e-01,2.09205362e-01,1.06151168e-01,1.39986617e-02,4.28200384e-03,9.93416330e-04,1.74781636e-04
5.0,90.0,10.0,360.0,1.0,MEAN,5.0,4.52381484e-01,4.52381484e-01,5.42367444e-01,7.48864628e-01,8.90557813e-01,9.57602937e-01,6.37712739e-01,4.48566355e-01,3.00194595e-01,2.12265698e-01,1.34217160e-01,6.94195593e-02,9.58172118e-03,2.98960756e-03,7.18700473e-04,1.32905130e-04
5.0,90.0,20.0,360.0,1.0,MEAN,5.0,2.06332935e-01,2.06332935e-01,2.63563700e-01,3.68393908e-01,4.43060697e-01,4.71559847e-01,3.14528475e-01,2.21936710e-01,1.51161228e-01,1.09680360e-01,7.13246695e-02,3.81400540e-02,5.67097018e-03,1.82119649e-03,4.58845961e-04,9.06124000e-05
5.0,90.0,50.0,360.0,1.0,MEAN,5.0,4.85996949e-02,4.85996949e-02,6.38034622e-02,8.81551577e-02,1.06593674e-01,1.14687154e-01,8.12954932e-02,6.03432780e-02,4.33848705e-02,3.33409868e-02,2.28890269e-02,1.30268814e-02,2.22598557e-03,7.51781350e-04,2.04223673e-04,4.48139266e-05
5.0,90.0,100.0,360.0,1.0,MEAN,5.0,1.03611559e-02,1.03611559e-02,1.29097345e-02,1.69780834e-02,2.05494001e-02,2.37301688e-02,1.88117251e-02,1.50997120e-02,1.15719217e-02,9.46106488e-03,6.89043017e-03,4.24863793e-03,8.81914403e-04,3.20396196e-04,9.27168940e-05,2.22282654e-05
5.0,90.0,300.0,360.0,1.0,MEAN,5.0,2.02357380e-04,2.02357380e-04,1.86602341e-04,1.97773249e-04,2.39431430e-04,3.81767887e-04,4.32718817e-04,4.30945025e-04,3.80692632e-04,3.57175454e-04,2.99742352e-04,2.38589616e-04,9.83760428e-05,4.68888087e-05,1.50797731e-05,4.19118881e-06
5.0,90.0,1.0,570.0,1.0,MEAN,5.0,1.81118101e+00,1.81118101e+00,2.20242742e+00,3.16488857e+00,3.72712340e+00,4.06783878e+00,2.71033693e+00,1.54322405e+00,8.53855639e-01,5.19044828e-01,2.84484180e-01,1.32436517e-01,1.55538247e-02,4.73756918e-03,1.09205254e-03,1.89034039e-04
5.0,90.0,5.0,570.0,1.0,MEAN,5.0,8.71067662e-01,8.71067662e-01,1.12508754e+00,1.63065123e+00,1.92914146e+00,1.99942061e+00,1.26450940e+00,7.50565055e-01,4.38741817e-01,2.79758411e-01,1.60709917e-01,7.82126702e-02,1.00207944e-02,3.14293108e-03,7.55415986e-04,1.38647274e-04
5.0,90.0,10.0,570.0,1.0,MEAN,5.0,4.58513716e-01,4.58513716e-01,6.20286293e-01,9.03722847e-01,1.07069458e+00,1.06401476e+00,6.55969065e-01,4.04288654e-01,2.47278994e-01,1.64058173e-01,9.79624462e-02,4.94788874e-02,6.82424530e-03,2.19433024e-03,5.46515907e-04,1.05428318e-04
5.0,90.0,20.0,570.0,1.0,MEAN,5.0,1.87755935e-01,1.87755935e-01,2.62885889e-01,3.81951925e-01,4.52404238e-01,4.37213509e-01,2.71767527e-01,1.76656949e-01,1.14352234e-01,7.97813104e-02,4.99965683e-02,2.64836183e-02,4.02284960e-03,1.33673281e-03,3.48916727e-04,7.18791887e-05
5.0,90.0,50.0,570.0,1.0,MEAN,5.0,4.10313046e-02,4.10313046e-02,5.74617741e-02,8.14984432e-02,9.64396280e-02,9.42994863e-02,6.30346622e-02,4.45476718e-02,3.11888372e-02,2.33928807e-02,1.56655259e-02,8.90728686e-03,1.57534414e-03,5.51797022e-04,1.55296247e-04,3.55490936e-05
5.0,90.0,100.0,570.0,1.0,MEAN,5.0,8.58754386e-03,8.58754386e-03,1.13266409e-02,1.52392225e-02,1.80273385e-02,1.89556172e-02,1.42226837e-02,1.09554681e-02,8.22232449e-03,6.58367547e-03,4.69028536e-03,2.89489446e-03,6.23801998e-04,2.35166338e-04,7.05039990e-05,1.76327929e-05
5.0,90.0,300.0,570.0,1.0,MEAN,5.0,1.66895633e-04,1.66895633e-04,1.62573745e-04,1.76111866e-04,2.08314085e-04,3.02631294e-04,3.24998583e-04,3.11251830e-04,2.69673147e-04,2.48013672e-04,2.03743452e-04,1.62419181e-04,6.95743123e-05,3.44157314e-05,1.14669966e-05,3.32470227e-06
5.0,90.0,1.0,850.0,1.0,MEAN,5.0,2.11728239e+00,2.11728239e+00,2.92133828e+00,4.46657809e+00,5.34314009e+00,4.90978997e+00,2.21159676e+00,1.16282581e+00,6.32635429e-01,3.77956757e-01,2.03352663e-01,9.47913519e-02,1.15084334e-02,3.62043209e-03,8.60619671e-04,1.54551706e-04
5.0,90.0,5.0,850.0,1.0,MEAN,5.0,9.06072328e-01,9.06072328e-01,1.30731113e+00,1.99205724e+00,2.35688019e+00,2.08554758e+00,1.01346797e+00,5.65553921e-01,3.25070896e-01,2.03713776e-01,1.14877353e-01,5.59806686e-02,7.41448790e-03,2.40181580e-03,5.95324705e-04,1.13356159e-04
5.0,90.0,10.0,850.0,1.0,MEAN,5.0,4.38891066e-01,4.38891066e-01,6.50517745e-01,9.85811039e-01,1.15695154e+00,1.00389086e+00,5.19608398e-01,3.04633199e-01,1.83212999e-01,1.19463468e-01,7.00247174e-02,3.54144819e-02,5.04932865e-03,1.67689871e-03,4.30695706e-04,8.61967846e-05
5.0,90.0,20.0,850.0,1.0,MEAN,5.0,1.67730425e-01,1.67730425e-01,2.51706272e-01,3.76368750e-01,4.38694378e-01,3.80389961e-01,2.13316842e-01,1.33111753e-01,8.47254162e-02,5.80949539e-02,3.57381394e-02,1.89556328e-02,2.97654742e-03,1.02152606e-03,2.74972666e-04,5.87674647e-05
5.0,90.0,50.0,850.0,1.0,MEAN,5.0,3.51337527e-02,3.51337527e-02,5.18758072e-02,7.51603244e-02,8.72351751e-02,7.81407013e-02,4.92136822e-02,3.35668577e-02,2.31083130e-02,1.70341691e-02,1.11979036e-02,6.37538486e-03,1.16561318e-03,4.21681156e-04,1.22385141e-04,2.90644642e-05
5.0,90.0,100.0,850.0,1.0,MEAN,5.0,7.28134323e-03,7.28134323e-03,1.00837218e-02,1.38337996e-02,1.60403853e-02,1.55327430e-02,1.10907744e-02,8.25499119e-03,6.09205297e-03,4.79408424e-03,3.35267155e-03,2.07201886e-03,4.61557456e-04,1.79713208e-04,5.55624625e-05,1.44163360e-05
5.0,90.0,300.0,850.0,1.0,MEAN,5.0,1.41146113e-04,1.41146113e-04,1.44201709e-04,1.59204806e-04,1.84551139e-04,2.47259806e-04,2.53352144e-04,2.34529561e-04,1.99805189e-04,1.80597972e-04,1.45638234e-04,1.16251425e-04,5.14787427e-05,2.63003692e-05,9.03685716e-06,2.71823217e-06
5.0,90.0,1.0,1200.0,1.0,MEAN,5.0,2.00318071e+00,2.00318071e+00,3.35289403e+00,5.41899914e+00,6.23031825e+00,4.52230848e+00,1.99855911e+00,1.03639405e+00,5.60000043e-01,3.32210569e-01,1.77398138e-01,8.27369327e-02,1.01814770e-02,3.24533357e-03,7.81168906e-04,1.42397034e-04
5.0,90.0,5.0,1200.0,1.0,MEAN,5.0,8.52942243e-01,8.52942243e-01,1.39809811e+00,2.21286659e+00,2.54417149e+00,1.92095580e+00,9.15843103e-01,5.04062357e-01,2.87748215e-01,1.79057176e-01,1.00215203e-01,4.88617233e-02,6.55957550e-03,2.15297326e-03,5.40365465e-04,1.04441298e-04
5.0,90.0,10.0,1200.0,1.0,MEAN,5.0,4.11802432e-01,4.11802432e-01,6.63104813e-01,1.03103880e+00,1.18540337e+00,9.24663620e-01,4.69555804e-01,2.71511031e-01,1.62177587e-01,1.05004146e-01,6.10872476e-02,3.09108958e-02,4.46712611e-03,1.50316192e-03,3.90934700e-04,7.94178644e-05
5.0,90.0,20.0,1200.0,1.0,MEAN,5.0,1.56977432e-01,1.56977432e-01,2.46912064e-01,3.75013550e-01,4.31159648e-01,3.50369518e-01,1.92768557e-01,1.18638774e-01,7.49977546e-02,5.10634018e-02,3.11767709e-02,1.65450844e-02,2.63334269e-03,9.15689822e-04,2.49587714e-04,5.41457151e-05
5.0,90.0,50.0,1200.0,1.0,MEAN,5.0,3.28324111e-02,3.28324111e-02,4.97342596e-02,7.27458282e-02,8.36371532e-02,7.19738235e-02,4.44730497e-02,2.99171994e-02,2.04551558e-02,1.49724298e-02,9.76868075e-03,5.56464041e-03,1.03121453e-03,3.77992455e-04,1.11086779e-04,2.67786981e-05
5.0,90.0,100.0,1200.0,1.0,MEAN,5.0,6.80210199e-03,6.80210199e-03,9.61687293e-03,1.33005824e-02,1.52919126e-02,1.43068962e-02,1.00224275e-02,7.35744226e-03,5.39260017e-03,4.21382983e-03,2.92475978e-03,1.80852452e-03,4.08338515e-04,1.61093840e-04,5.04330420e-05,1.32825675e-05
5.0,90.0,300.0,1200.0,1.0,MEAN,5.0,1.31844596e-04,1.31844596e-04,1.37337184e-04,1.52802229e-04,1.75679400e-04,2.27746019e-04,2.28947357e-04,2.09029624e-04,1.76864761e-04,1.58739205e-04,1.27049979e-04,1.01467973e-04,4.55430913e-05,2.35754929e-05,8.20259176e-06,2.50445762e-06
5.0,135.0,1.0,180.0,1.0,MEAN,5.0,1.08085274e+00,1.08085274e+00,8.76475867e-01,1.00970361e+00,1.06683193e+00,9.20090474e-01,6.08245169e-01,4.75409683e-01,3.50077043e-01,2.73831797e-01,2.01863543e-01,1.31603068e-01,3.91503404e-02,1.21008716e-02,2.20351977e-03,2.82273815e-04
5.0,135.0,5.0,180.0,1.0,MEAN,5.0,6.61576203e-01,6.61576203e-01,5.67681923e-01,6.70042511e-01,7.38704850e-01,7.33881200e-01,5.26870670e-01,4.22754685e-01,3.14763938e-01,2.47191579e-01,1.79635884e-01,1.11394212e-01,2.66507458e-02,8.02778893e-03,1.52426188e-03,2.07034114e-04
5.0,135.0,10.0,180.0,1.0,MEAN,5.0,4.61664715e-01,4.61664715e-01,4.25836968e-01,5.18472977e-01,5.95609971e-01,6.60765399e-01,4.96244292e-01,3.98806375e-01,2.95436610e-01,2.30684249e-01,1.64252586e-01,9.69981472e-02,1.90582780e-02,5.60483816e-03,1.10274786e-03,1.57430130e-04
5.0,135.0,20.0,180.0,1.0,MEAN,5.0,2.74600512e-01,2.74600512e-01,2.82267779e-01,3.58334053e-01,4.30675940e-01,5.20957267e-01,3.99437489e-01,3.17009304e-01,2.32671878e-01,1.80989322e-01,1.26685810e-01,7.17435627e-02,1.18044366e-02,3.41433159e-03,7.04036553e-04,1.07333118e-04
5.0,135.0,50.0,180.0,1.0,MEAN,5.0,8.56591053e-02,8.56591053e-02,9.87021844e-02,1.29209267e-01,1.60507866e-01,2.00840866e-01,1.57972493e-01,1.26550517e-01,9.45504527e-02,7.55363555e-02,5.36554070e-02,3.05099821e-02,4.79148599e-03,1.40942003e-03,3.13353375e-04,5.30834462e-05
5.0,135.0,100.0,180.0,1.0,MEAN,5.0,1.99482613e-02,1.99482613e-02,2.26228370e-02,2.86458800e-02,3.58495454e-02,4.76981018e-02,4.11513512e-02,3.50957670e-02,2.76225099e-02,2.32640920e-02,1.73404816e-02,1.05215209e-02,1.91460711e-03,6.00670419e-04,1.42261430e-04,2.63300500e-05
5.0,135.0,300.0,180.0,1.0,MEAN,5.0,3.99529439e-04,3.99529439e-04,3.39127831e-04,3.47753573e-04,4.35999346e-04,7.97637488e-04,9.77923709e-04,1.03003611e-03,9.31365500e-04,8.97865575e-04,7.68861431e-04,5.99766861e-04,2.14060740e-04,8.79059135e-05,2.31378554e-05,4.96458942e-06
