rup_mag,rup_rake,dist_rjb,site_vs30,result_type,damping,pgv,pga,0.05,0.1,0.3,0.5,1.0,2.0,5.0
6.0,-90.0,5.0,360.0,MEAN,5.0,3.67428910e+01,5.07752989e-01,6.95633872e-01,7.36681659e-01,3.26740560e-01,1.95377170e-01,7.52056005e-02,3.11774803e-02,8.99720767e-03
6.0,-90.0,20.0,360.0,MEAN,5.0,1.54896370e+01,2.46476986e-01,3.31770868e-01,3.59061041e-01,1.71390713e-01,9.15949411e-02,3.22833597e-02,1.31910562e-02,4.42787462e-03
6.0,-90.0,50.0,360.0,MEAN,5.0,8.47787716e+00,1.17933308e-01,1.69584483e-01,1.91090400e-01,9.87757881e-02,5.15429448e-02,1.77462420e-02,7.18007262e-03,2.54954694e-03
6.0,-90.0,100.0,360.0,MEAN,5.0,5.54661275e+00,4.97196124e-02,8.30216005e-02,1.01217488e-01,5.87480299e-02,3.19526652e-02,1.13095548e-02,4.58207579e-03,1.58900958e-03
6.0,-90.0,200.0,360.0,MEAN,5.0,3.91280596e+00,1.23285345e-02,2.85092841e-02,4.12782192e-02,2.98755323e-02,1.85949070e-02,7.26984468e-03,2.99990597e-03,8.99640427e-04
6.0,-90.0,0.0,570.0,MEAN,5.0,4.87534608e+01,8.54921415e-01,1.25151161e+00,1.23136489e+00,4.36906993e-01,2.48442586e-01,9.15891130e-02,3.66925033e-02,9.29767470e-03
6.0,-90.0,1.0,570.0,MEAN,5.0,4.65695397e+01,7.70965809e-01,1.12196030e+00,1.14299941e+00,4.17927872e-01,2.37252743e-01,8.75615650e-02,3.52206115e-02,9.01956936e-03
6.0,-90.0,5.0,570.0,MEAN,5.0,2.82514670e+01,4.43505479e-01,6.23435805e-01,6.75373686e-01,2.75095674e-01,1.50224751e-01,5.45192076e-02,2.22922135e-02,6.37424099e-03
6.0,-90.0,20.0,570.0,MEAN,5.0,1.16435290e+01,2.04220589e-01,2.85258152e-01,3.13434354e-01,1.36881466e-01,6.88517327e-02,2.34033526e-02,9.43173852e-03,3.13701105e-03
6.0,-90.0,50.0,570.0,MEAN,5.0,6.33818142e+00,9.64804539e-02,1.44360559e-01,1.64850851e-01,7.78910527e-02,3.85342379e-02,1.28648803e-02,5.13382450e-03,1.80627448e-03
6.0,-90.0,100.0,570.0,MEAN,5.0,4.14671268e+00,4.06749674e-02,7.06725709e-02,8.73181937e-02,4.63262342e-02,2.38881869e-02,8.19869746e-03,3.27623050e-03,1.12576372e-03
6.0,-90.0,200.0,570.0,MEAN,5.0,2.92525958e+00,1.00858136e-02,2.42686769e-02,3.56098496e-02,2.35585926e-02,1.39017703e-02,5.27016829e-03,2.14496309e-03,6.37367180e-04
6.0,-90.0,0.0,800.0,MEAN,5.0,4.06218264e+01,7.94552484e-01,1.17867697e+00,1.18375814e+00,3.95192031e-01,2.07004620e-01,7.22425823e-02,2.86490547e-02,7.21046045e-03
6.0,-90.0,1.0,800.0,MEAN,5.0,3.87237151e+01,7.13149672e-01,1.05275192e+00,1.09400141e+00,3.76244096e-01,1.97281478e-01,6.90657803e-02,2.74998197e-02,6.99478635e-03
6.0,-90.0,5.0,800.0,MEAN,5.0,2.32393860e+01,4.00034918e-01,5.73507826e-01,6.31467869e-01,2.41493509e-01,1.23573441e-01,4.30030187e-02,1.74054857e-02,4.94330185e-03
6.0,-90.0,20.0,800.0,MEAN,5.0,9.44317306e+00,1.78216405e-01,2.55687842e-01,2.84202578e-01,1.16256057e-01,5.58403583e-02,1.84598209e-02,7.36418527e-03,2.43279044e-03
6.0,-90.0,50.0,800.0,MEAN,5.0,5.12291200e+00,8.35279092e-02,1.28589418e-01,1.48375973e-01,6.56300349e-02,3.11457651e-02,1.01474089e-02,4.00842694e-03,1.40078795e-03
6.0,-90.0,100.0,800.0,MEAN,5.0,3.35162382e+00,3.52141631e-02,6.29514744e-02,7.85914253e-02,3.90337203e-02,1.93078765e-02,6.46687206e-03,2.55804042e-03,8.73043538e-04
6.0,-90.0,200.0,800.0,MEAN,5.0,2.36437160e+00,8.73174599e-03,2.16172834e-02,3.20509245e-02,1.98500813e-02,1.12362510e-02,4.15694130e-03,1.67476076e-03,4.94286044e-04
6.0,0.0,0.0,200.0,MEAN,5.0,8.04574827e+01,8.03130585e-01,1.07228710e+00,1.02299747e+00,4.79431341e-01,3.26975248e-01,1.67262282e-01,7.93173018e-02,1.99537370e-02
6.0,0.0,1.0,200.0,MEAN,5.0,8.01963276e+01,7.64285202e-01,1.01475369e+00,9.98711962e-01,4.78950677e-01,3.25830415e-01,1.66110939e-01,7.86799131e-02,1.98503609e-02
6.0,0.0,5.0,200.0,MEAN,5.0,6.10654527e+01,5.85881231e-01,7.52744514e-01,7.72445957e-01,3.97465481e-01,2.58954770e-01,1.26727000e-01,5.93503166e-02,1.60459871e-02
6.0,0.0,20.0,200.0,MEAN,5.0,3.47266229e+01,4.05653482e-01,5.18928007e-01,5.25509117e-01,2.74998991e-01,1.63764831e-01,7.24719744e-02,3.21696882e-02,9.54644473e-03
6.0,0.0,50.0,200.0,MEAN,5.0,2.18606763e+01,2.31093392e-01,3.16500130e-01,3.29402382e-01,1.82276580e-01,1.05992112e-01,4.52302011e-02,1.95393017e-02,5.97820542e-03
6.0,0.0,100.0,200.0,MEAN,5.0,1.43775182e+01,9.80995200e-02,1.56003255e-01,1.75607628e-01,1.09026148e-01,6.60527669e-02,2.89544307e-02,1.25176936e-02,3.73699295e-03
6.0,0.0,200.0,200.0,MEAN,5.0,1.01424854e+01,2.43248743e-02,5.35708910e-02,7.16157879e-02,5.54438030e-02,3.84395181e-02,1.86120690e-02,8.19539123e-03,2.11575183e-03
6.0,0.0,0.0,360.0,MEAN,5.0,9.29778017e+01,1.16611925e+00,1.66288548e+00,1.52929862e+00,5.82477180e-01,3.77857207e-01,1.79325940e-01,7.82462626e-02,1.76503142e-02
6.0,0.0,1.0,360.0,MEAN,5.0,8.91004158e+01,1.05956547e+00,1.49961189e+00,1.42953059e+00,5.61393222e-01,3.62006919e-01,1.71440244e-01,7.51074734e-02,1.71223707e-02
6.0,0.0,5.0,360.0,MEAN,5.0,5.49936685e+01,6.34566937e-01,8.60066334e-01,8.76856189e-01,3.84711673e-01,2.33206701e-01,1.06745309e-01,4.75378410e-02,1.21005907e-02
6.0,0.0,20.0,360.0,MEAN,5.0,2.32492829e+01,3.10076523e-01,4.12327745e-01,4.30010969e-01,2.03136123e-01,1.09639653e-01,4.58223479e-02,2.01130537e-02,5.95516970e-03
6.0,0.0,50.0,360.0,MEAN,5.0,1.28357757e+01,1.51397224e-01,2.14139114e-01,2.33190717e-01,1.19464618e-01,6.22346244e-02,2.51886570e-02,1.09478107e-02,3.42895542e-03
6.0,0.0,100.0,360.0,MEAN,5.0,8.40290455e+00,6.39191798e-02,1.04951761e-01,1.23681727e-01,7.11547881e-02,3.86043744e-02,1.60525534e-02,6.98651683e-03,2.13710246e-03
6.0,0.0,200.0,360.0,MEAN,5.0,5.92775024e+00,1.58494763e-02,3.60400129e-02,5.04395193e-02,3.61848248e-02,2.24658802e-02,1.03186705e-02,4.57410451e-03,1.20995102e-03
6.0,0.0,0.0,570.0,MEAN,5.0,7.35158611e+01,1.08718226e+00,1.56862525e+00,1.48952266e+00,5.23446763e-01,2.98764839e-01,1.29999735e-01,5.59468686e-02,1.25046970e-02
6.0,0.0,1.0,570.0,MEAN,5.0,7.02227034e+01,9.80418004e-01,1.40624764e+00,1.38263121e+00,5.00708378e-01,2.85308484e-01,1.24283115e-01,5.37026026e-02,1.21306656e-02
6.0,0.0,5.0,570.0,MEAN,5.0,4.26006870e+01,5.63994865e-01,7.81404774e-01,8.16966947e-01,3.29584884e-01,1.80652900e-01,7.73834608e-02,3.39900368e-02,8.57289107e-03
6.0,0.0,20.0,570.0,MEAN,5.0,1.75765398e+01,2.60363267e-01,3.58252999e-01,3.80042454e-01,1.64411502e-01,8.28879642e-02,3.32182454e-02,1.43810367e-02,4.21905198e-03
6.0,0.0,50.0,570.0,MEAN,5.0,9.59983160e+00,1.23966207e-01,1.82414356e-01,2.01334778e-01,9.42885401e-02,4.65450571e-02,1.82601510e-02,7.82779528e-03,2.42930796e-03
6.0,0.0,100.0,570.0,MEAN,5.0,6.28210989e+00,5.22914487e-02,8.93407342e-02,1.06697619e-01,5.61096838e-02,2.88610826e-02,1.16370654e-02,4.99543015e-03,1.51407043e-03
6.0,0.0,200.0,570.0,MEAN,5.0,4.43165553e+00,1.29662501e-02,3.06792492e-02,4.35131101e-02,2.85338363e-02,1.67957553e-02,7.48037030e-03,3.27053096e-03,8.57212556e-04
6.0,0.0,0.0,800.0,MEAN,5.0,6.15405014e+01,1.02147102e+00,1.49002455e+00,1.44648177e+00,4.78651034e-01,2.50097567e-01,1.02539660e-01,4.36826260e-02,9.69754549e-03
6.0,0.0,1.0,800.0,MEAN,5.0,5.86649360e+01,9.16820144e-01,1.33083639e+00,1.33680440e+00,4.55701561e-01,2.38350322e-01,9.80305719e-02,4.19303307e-02,9.40747950e-03
6.0,0.0,5.0,800.0,MEAN,5.0,3.52067742e+01,5.14282043e-01,7.24999948e-01,7.71616033e-01,2.92493544e-01,1.49298199e-01,6.10376151e-02,2.65390021e-02,6.64838188e-03
6.0,0.0,20.0,800.0,MEAN,5.0,1.43060433e+01,2.29113742e-01,3.23227798e-01,3.47278582e-01,1.40807703e-01,6.74648603e-02,2.62014966e-02,1.12285363e-02,3.27192641e-03
6.0,0.0,50.0,800.0,MEAN,5.0,7.76101425e+00,1.07382886e-01,1.62556320e-01,1.81306580e-01,7.94901759e-02,3.76294987e-02,1.44030269e-02,6.11184615e-03,1.88395803e-03
6.0,0.0,100.0,800.0,MEAN,5.0,5.07758091e+00,4.52710775e-02,7.95801095e-02,9.60340293e-02,4.72770934e-02,2.33272713e-02,9.17894743e-03,3.90037033e-03,1.17418014e-03
6.0,0.0,200.0,800.0,MEAN,5.0,3.58193185e+00,1.12254705e-02,2.73274899e-02,3.91643161e-02,2.40421395e-02,1.35753446e-02,5.90027842e-03,2.55359029e-03,6.64778821e-04
6.0,90.0,0.0,200.0,MEAN,5.0,8.35208428e+01,8.00827790e-01,1.06437108e+00,1.01690733e+00,5.18053624e-01,3.49677677e-01,1.74663011e-01,7.03706554e-02,1.63891334e-02
6.0,90.0,1.0,200.0,MEAN,5.0,8.32497444e+01,7.62093788e-01,1.00726240e+00,9.92766393e-01,5.17534238e-01,3.48453357e-01,1.73460726e-01,6.98051613e-02,1.63042248e-02
6.0,90.0,5.0,200.0,MEAN,5.0,6.33904753e+01,5.84201350e-01,7.47187476e-01,7.67847403e-01,4.29484715e-01,2.76934426e-01,1.32334195e-01,5.26558592e-02,1.31794772e-02
6.0,90.0,20.0,200.0,MEAN,5.0,3.60439777e+01,4.04419179e-01,5.15007484e-01,5.22294495e-01,2.97109487e-01,1.75111798e-01,7.56699236e-02,2.85382654e-02,7.84044160e-03
6.0,90.0,50.0,200.0,MEAN,5.0,2.26415978e+01,2.29746228e-01,3.13241043e-01,3.26529797e-01,1.96479072e-01,1.13094537e-01,4.71401433e-02,1.73064016e-02,4.90395723e-03
6.0,90.0,100.0,200.0,MEAN,5.0,1.48871102e+01,9.74931845e-02,1.54342919e-01,1.74018588e-01,1.17487006e-01,7.04599118e-02,3.01701565e-02,1.10850032e-02,3.06501132e-03
6.0,90.0,200.0,200.0,MEAN,5.0,1.05019723e+01,2.41745266e-02,5.30007382e-02,7.09677501e-02,5.97464605e-02,4.10042635e-02,1.93935443e-02,7.25740227e-03,1.73529985e-03
6.0,90.0,0.0,360.0,MEAN,5.0,9.63020694e+01,1.15972059e+00,1.64608964e+00,1.51644248e+00,6.28117818e-01,4.03188986e-01,1.86855397e-01,6.92907255e-02,1.44764557e-02
6.0,90.0,1.0,360.0,MEAN,5.0,9.22860540e+01,1.05375148e+00,1.48446519e+00,1.41751316e+00,6.05381803e-01,3.86276085e-01,1.78638601e-01,6.65111809e-02,1.40434464e-02
6.0,90.0,5.0,360.0,MEAN,5.0,5.69598763e+01,6.31084978e-01,8.51379308e-01,8.69484848e-01,4.14856177e-01,2.48841021e-01,1.11227283e-01,4.20969818e-02,9.92467689e-03
6.0,90.0,20.0,360.0,MEAN,5.0,2.40801419e+01,3.08363712e-01,4.08151233e-01,4.26381450e-01,2.19044995e-01,1.16988113e-01,4.77463162e-02,1.78110498e-02,4.88431817e-03
6.0,90.0,50.0,360.0,MEAN,5.0,1.32911447e+01,1.50472612e-01,2.11872372e-01,2.31096515e-01,1.28745080e-01,6.63891247e-02,2.62462671e-02,9.69479843e-03,2.81236474e-03
6.0,90.0,100.0,360.0,MEAN,5.0,8.70073431e+00,6.35241069e-02,1.03834763e-01,1.22562555e-01,7.66766799e-02,4.11801192e-02,1.67265609e-02,6.18688744e-03,1.75281123e-03
6.0,90.0,200.0,360.0,MEAN,5.0,6.13785145e+00,1.57515135e-02,3.56564406e-02,4.99831016e-02,3.89929097e-02,2.39648392e-02,1.07519263e-02,4.05058350e-03,9.92379067e-04
6.0,90.0,0.0,570.0,MEAN,5.0,7.61302973e+01,1.08075287e+00,1.55225804e+00,1.47641250e+00,5.64219843e-01,3.18735595e-01,1.35458106e-01,4.95435691e-02,1.02561173e-02
6.0,90.0,1.0,570.0,MEAN,5.0,7.27200254e+01,9.74620001e-01,1.39157470e+00,1.37046186e+00,5.39710286e-01,3.04379757e-01,1.29501459e-01,4.75561666e-02,9.94934371e-03
6.0,90.0,5.0,570.0,MEAN,5.0,4.41156904e+01,5.60659508e-01,7.73251510e-01,8.09776340e-01,3.55257391e-01,1.92728534e-01,8.06326031e-02,3.00997675e-02,7.03132400e-03
6.0,90.0,20.0,570.0,MEAN,5.0,1.82015015e+01,2.58819853e-01,3.54510991e-01,3.76692509e-01,1.77215566e-01,8.84280219e-02,3.46129983e-02,1.27350806e-02,3.46038707e-03
6.0,90.0,50.0,570.0,MEAN,5.0,9.94020636e+00,1.23203508e-01,1.80476972e-01,1.99518222e-01,1.01608600e-01,4.96512237e-02,1.90268501e-02,6.93187887e-03,1.99247269e-03
6.0,90.0,100.0,570.0,MEAN,5.0,6.50477091e+00,5.19682447e-02,8.83898844e-02,1.05732133e-01,6.04640162e-02,3.07867396e-02,1.21256773e-02,4.42368705e-03,1.24181209e-03
6.0,90.0,200.0,570.0,MEAN,5.0,4.58872966e+00,1.28861081e-02,3.03527312e-02,4.31193682e-02,3.07481744e-02,1.79163946e-02,7.79445276e-03,2.89620814e-03,7.03069614e-04
6.0,90.0,0.0,800.0,MEAN,5.0,6.37217225e+01,1.01515749e+00,1.47416628e+00,1.43339283e+00,5.15796239e-01,2.66784472e-01,1.06845050e-01,3.86830085e-02,7.95374440e-03
6.0,90.0,1.0,800.0,MEAN,5.0,6.07442365e+01,9.11153444e-01,1.31667236e+00,1.32470791e+00,4.91065797e-01,2.54253431e-01,1.02146636e-01,3.71312691e-02,7.71583773e-03
6.0,90.0,5.0,800.0,MEAN,5.0,3.64546314e+01,5.11103359e-01,7.17283803e-01,7.64633826e-01,3.15192195e-01,1.59259611e-01,6.36004354e-02,2.35015277e-02,5.45287776e-03
6.0,90.0,20.0,800.0,MEAN,5.0,1.48131019e+01,2.27697631e-01,3.19787698e-01,3.44136124e-01,1.51734935e-01,7.19662223e-02,2.73016333e-02,9.94339411e-03,2.68357249e-03
6.0,90.0,50.0,800.0,MEAN,5.0,8.03609306e+00,1.06719171e-01,1.60826239e-01,1.79665971e-01,8.56589266e-02,4.01401983e-02,1.50077748e-02,5.41232565e-03,1.54518694e-03
6.0,90.0,100.0,800.0,MEAN,5.0,5.25754900e+00,4.49912651e-02,7.87331417e-02,9.51650355e-02,5.09459820e-02,2.48837037e-02,9.56434899e-03,3.45396037e-03,9.63040460e-04
6.0,90.0,200.0,800.0,MEAN,5.0,3.70888865e+00,1.11560879e-02,2.70366446e-02,3.88099256e-02,2.59079042e-02,1.44811130e-02,6.14801669e-03,2.26132365e-03,5.45239085e-04
6.5,-90.0,0.0,200.0,MEAN,5.0,8.25263359e+01,7.88968863e-01,9.86241834e-01,9.74160764e-01,6.05607425e-01,4.33344857e-01,1.92733935e-01,9.45194485e-02,3.81714398e-02
6.5,-90.0,1.0,200.0,MEAN,5.0,8.21160547e+01,7.55373791e-01,9.40309484e-01,9.52828567e-01,6.02093967e-01,4.30634525e-01,1.91240477e-01,9.36681263e-02,3.78341174e-02
6.5,-90.0,5.0,200.0,MEAN,5.0,6.30699020e+01,5.97404343e-01,7.24810987e-01,7.52999611e-01,4.88979114e-01,3.40930283e-01,1.47872633e-01,7.14662980e-02,2.98859785e-02
6.5,-90.0,20.0,200.0,MEAN,5.0,3.70144539e+01,4.29609172e-01,5.23463213e-01,5.30127737e-01,3.30732466e-01,2.17018801e-01,8.78104831e-02,4.01346168e-02,1.71950349e-02
6.5,-90.0,50.0,200.0,MEAN,5.0,2.53379973e+01,2.71742798e-01,3.56236050e-01,3.66437335e-01,2.30453868e-01,1.50004307e-01,5.93192942e-02,2.61681244e-02,1.08830520e-02
6.5,-90.0,100.0,200.0,MEAN,5.0,1.74633087e+01,1.22147870e-01,1.86669249e-01,2.06075737e-01,1.40588266e-01,9.66217889e-02,3.97528003e-02,1.74744624e-02,6.79285500e-03
6.5,-90.0,200.0,200.0,MEAN,5.0,1.27562647e+01,3.15707203e-02,6.70947998e-02,8.73579063e-02,7.19802346e-02,5.74262745e-02,2.64788944e-02,1.18206144e-02,3.81414894e-03
6.5,-90.0,0.0,360.0,MEAN,5.0,9.40551560e+01,1.12703546e+00,1.50368375e+00,1.43416549e+00,7.26530141e-01,4.93882561e-01,2.03881036e-01,9.21690075e-02,3.34667340e-02
6.5,-90.0,1.0,360.0,MEAN,5.0,9.04029956e+01,1.03601823e+00,1.37412112e+00,1.35015793e+00,6.99876404e-01,4.74093053e-01,1.95638034e-01,8.87347695e-02,3.24443255e-02
6.5,-90.0,5.0,360.0,MEAN,5.0,5.76677548e+01,6.58698148e-01,8.43697527e-01,8.69229559e-01,4.79884570e-01,3.11728468e-01,1.26399769e-01,5.79731221e-02,2.27575937e-02
6.5,-90.0,20.0,360.0,MEAN,5.0,2.58999637e+01,3.45885220e-01,4.39054988e-01,4.55465229e-01,2.54341408e-01,1.51853627e-01,5.79440898e-02,2.60360751e-02,1.10338607e-02
6.5,-90.0,50.0,360.0,MEAN,5.0,1.50359068e+01,1.80257686e-01,2.44170794e-01,2.62458888e-01,1.52505131e-01,8.90145639e-02,3.33750071e-02,1.47922100e-02,6.28469270e-03
6.5,-90.0,100.0,360.0,MEAN,5.0,1.02063871e+01,7.95884800e-02,1.25582420e-01,1.45140638e-01,9.17534781e-02,5.64703628e-02,2.20392504e-02,9.75304474e-03,3.88468143e-03
6.5,-90.0,200.0,360.0,MEAN,5.0,7.45536699e+00,2.05706873e-02,4.51382720e-02,6.15268076e-02,4.69771559e-02,3.35626425e-02,1.46800975e-02,6.59745510e-03,2.18122624e-03
6.5,-90.0,0.0,570.0,MEAN,5.0,7.42830171e+01,1.04795426e+00,1.41548785e+00,1.39341960e+00,6.51167315e-01,3.90059283e-01,1.47800595e-01,6.59017719e-02,2.37101371e-02
6.5,-90.0,1.0,570.0,MEAN,5.0,7.11958056e+01,9.56950957e-01,1.28679648e+00,1.30373898e+00,6.23128835e-01,3.73366354e-01,1.41824950e-01,6.34462571e-02,2.29857926e-02
6.5,-90.0,5.0,570.0,MEAN,5.0,4.47279215e+01,5.87148916e-01,7.68288121e-01,8.12053082e-01,4.12318498e-01,2.41780983e-01,9.16316763e-02,4.14513683e-02,1.61230453e-02
6.5,-90.0,20.0,570.0,MEAN,5.0,1.96516455e+01,2.92900449e-01,3.84021398e-01,4.05716207e-01,2.07605720e-01,1.15219221e-01,4.20057262e-02,1.86160568e-02,7.81714611e-03
6.5,-90.0,50.0,570.0,MEAN,5.0,1.12550899e+01,1.47897504e-01,2.08328868e-01,2.27032224e-01,1.20610667e-01,6.66316262e-02,2.41947265e-02,1.05765797e-02,4.45250874e-03
6.5,-90.0,100.0,570.0,MEAN,5.0,7.63041455e+00,6.51102991e-02,1.06902691e-01,1.25209769e-01,7.23529474e-02,4.22179049e-02,1.59770344e-02,6.97352557e-03,2.75217562e-03
6.5,-90.0,200.0,570.0,MEAN,5.0,5.57371971e+00,1.68286114e-02,3.84241897e-02,5.30778800e-02,3.70442163e-02,2.50918247e-02,1.06421234e-02,4.71724708e-03,1.54533075e-03
6.5,-90.0,0.0,800.0,MEAN,5.0,6.21383512e+01,9.82976588e-01,1.34280336e+00,1.35106595e+00,5.94451231e-01,3.26287780e-01,1.16580414e-01,5.14552919e-02,1.83875013e-02
6.5,-90.0,1.0,800.0,MEAN,5.0,5.94499148e+01,8.93893988e-01,1.21674146e+00,1.25924335e+00,5.66496164e-01,3.11768337e-01,1.11867015e-01,4.95380561e-02,1.78257633e-02
6.5,-90.0,5.0,800.0,MEAN,5.0,3.69936778e+01,5.36371692e-01,7.13851420e-01,7.68273802e-01,3.66583737e-01,1.99972802e-01,7.22761548e-02,3.23647178e-02,1.25036188e-02
6.5,-90.0,20.0,800.0,MEAN,5.0,1.60314079e+01,2.59115571e-01,3.47922925e-01,3.72568264e-01,1.78745690e-01,9.39934691e-02,3.31327822e-02,1.45351879e-02,6.06229241e-03
6.5,-90.0,50.0,800.0,MEAN,5.0,9.10417049e+00,1.28275745e-01,1.85835195e-01,2.04689133e-01,1.01810415e-01,5.38978977e-02,1.90840316e-02,8.25806316e-03,3.45297499e-03
6.5,-90.0,100.0,800.0,MEAN,5.0,6.16736223e+00,5.63689374e-02,9.52233932e-02,1.12696035e-01,6.09633992e-02,3.41230624e-02,1.26021771e-02,5.44484287e-03,2.13434585e-03
6.5,-90.0,200.0,800.0,MEAN,5.0,4.50501715e+00,1.45692917e-02,3.42262828e-02,4.77731623e-02,3.12128452e-02,2.02807293e-02,8.39416883e-03,3.68316842e-03,1.19842290e-03
6.5,0.0,0.0,200.0,MEAN,5.0,1.12809017e+02,8.86316216e-01,1.09114512e+00,1.04904721e+00,6.56476857e-01,4.72403103e-01,2.50583618e-01,1.33601554e-01,4.84436306e-02
6.5,0.0,1.0,200.0,MEAN,5.0,1.12248185e+02,8.48575998e-01,1.04032710e+00,1.02607515e+00,6.52668277e-01,4.69448484e-01,2.48641894e-01,1.32398226e-01,4.80155325e-02
6.5,0.0,5.0,200.0,MEAN,5.0,8.62131288e+01,6.71115404e-01,8.01906735e-01,8.10884787e-01,5.30052074e-01,3.71659017e-01,1.92257058e-01,1.01016337e-01,3.79284961e-02
6.5,0.0,20.0,200.0,MEAN,5.0,5.05967472e+01,4.82616734e-01,5.79142264e-01,5.70880132e-01,3.58513124e-01,2.36579144e-01,1.14167069e-01,5.67295649e-02,2.18223343e-02
6.5,0.0,50.0,200.0,MEAN,5.0,3.70574503e+01,3.33574121e-01,4.30227974e-01,4.28789863e-01,2.68711495e-01,1.74958410e-01,8.17032155e-02,3.88772811e-02,1.43487853e-02
6.5,0.0,100.0,200.0,MEAN,5.0,2.64562396e+01,1.57032433e-01,2.35977941e-01,2.51812247e-01,1.70278532e-01,1.16735918e-01,5.64243209e-02,2.66441742e-02,9.13589651e-03
6.5,0.0,200.0,200.0,MEAN,5.0,1.93252494e+01,4.05870933e-02,8.48178945e-02,1.06746146e-01,8.71814485e-02,6.93809228e-02,3.75836072e-02,1.80234735e-02,5.12975324e-03
6.5,0.0,0.0,360.0,MEAN,5.0,1.40773846e+02,1.40851843e+00,1.85912133e+00,1.70705605e+00,8.55432904e-01,5.89509629e-01,2.89384620e-01,1.40534629e-01,4.50103260e-02
6.5,0.0,1.0,360.0,MEAN,5.0,1.35307599e+02,1.29476916e+00,1.69893296e+00,1.60706368e+00,8.24050195e-01,5.65888416e-01,2.77684669e-01,1.35298277e-01,4.36352608e-02
6.5,0.0,5.0,360.0,MEAN,5.0,8.63122445e+01,8.23211435e-01,1.04312896e+00,1.03462508e+00,5.65026870e-01,3.72086298e-01,1.79409276e-01,8.83944771e-02,3.06073103e-02
6.5,0.0,20.0,360.0,MEAN,5.0,3.87648871e+01,4.32271851e-01,5.42837877e-01,5.42130377e-01,2.99467285e-01,1.81255996e-01,8.22446693e-02,3.96984871e-02,1.48397410e-02
6.5,0.0,50.0,360.0,MEAN,5.0,2.26844493e+01,2.29504034e-01,3.06328143e-01,3.17837281e-01,1.82931439e-01,1.07099521e-01,4.73718101e-02,2.25544118e-02,8.45245512e-03
6.5,0.0,100.0,360.0,MEAN,5.0,1.54622831e+01,1.02318384e-01,1.58755023e-01,1.77353193e-01,1.11130523e-01,6.82260153e-02,3.12820664e-02,1.48709481e-02,5.22461432e-03
6.5,0.0,200.0,360.0,MEAN,5.0,1.12945937e+01,2.64455292e-02,5.70615489e-02,7.51820853e-02,5.68980709e-02,4.05495068e-02,2.08366335e-02,1.00594650e-02,2.93359083e-03
6.5,0.0,0.0,570.0,MEAN,5.0,1.12012150e+02,1.33265731e+00,1.77415053e+00,1.68555242e+00,7.80146412e-01,4.69066116e-01,2.09785176e-01,1.00483680e-01,3.18884120e-02
6.5,0.0,1.0,570.0,MEAN,5.0,1.07356911e+02,1.21693068e+00,1.61285076e+00,1.57707011e+00,7.46554249e-01,4.48992020e-01,2.01303467e-01,9.67396358e-02,3.09142212e-02
6.5,0.0,5.0,570.0,MEAN,5.0,6.74457077e+01,7.46662643e-01,9.62960422e-01,9.82301414e-01,4.93987935e-01,2.90753923e-01,1.30060148e-01,6.32029445e-02,2.16843246e-02
6.5,0.0,20.0,570.0,MEAN,5.0,2.96329248e+01,3.72474200e-01,4.81326467e-01,4.90775311e-01,2.48726946e-01,1.38556970e-01,5.96220783e-02,2.83848195e-02,1.05134936e-02
6.5,0.0,50.0,570.0,MEAN,5.0,1.70237958e+01,1.89428191e-01,2.62588357e-01,2.76460755e-01,1.45538150e-01,8.03740196e-02,3.43415056e-02,1.61266324e-02,5.98830080e-03
6.5,0.0,100.0,570.0,MEAN,5.0,1.15597840e+01,8.37053372e-02,1.35141042e-01,1.52998862e-01,8.76328731e-02,5.10065684e-02,2.26774796e-02,1.06328782e-02,3.70147627e-03
6.5,0.0,200.0,570.0,MEAN,5.0,8.44397055e+00,2.16347430e-02,4.85739414e-02,6.48580003e-02,4.48674341e-02,3.03152863e-02,1.51052148e-02,7.19261916e-03,2.07835760e-03
6.5,0.0,0.0,800.0,MEAN,5.0,9.41372074e+01,1.26370771e+00,1.69750493e+00,1.65092192e+00,7.19990976e-01,3.94212362e-01,1.65471881e-01,7.84564200e-02,2.47298535e-02
6.5,0.0,1.0,800.0,MEAN,5.0,9.00643297e+01,1.14918375e+00,1.53814378e+00,1.53872019e+00,6.86132192e-01,3.76670350e-01,1.58781779e-01,7.55331161e-02,2.39743566e-02
6.5,0.0,5.0,800.0,MEAN,5.0,5.60439961e+01,6.89555631e-01,9.02415309e-01,9.38784715e-01,4.44001070e-01,2.41601909e-01,1.02587313e-01,4.93480807e-02,1.68164589e-02
6.5,0.0,20.0,800.0,MEAN,5.0,2.42869652e+01,3.33117134e-01,4.39826784e-01,4.55256174e-01,2.16494268e-01,1.13560451e-01,4.70280010e-02,2.21625175e-02,8.15334290e-03
6.5,0.0,50.0,800.0,MEAN,5.0,1.37924674e+01,1.64910385e-01,2.34923571e-01,2.50117899e-01,1.23311344e-01,6.51180302e-02,2.70874885e-02,1.25914760e-02,4.64400051e-03
6.5,0.0,100.0,800.0,MEAN,5.0,9.34331608e+00,7.24675047e-02,1.20376657e-01,1.37707826e-01,7.38380123e-02,4.12265915e-02,1.78872754e-02,8.30202034e-03,2.87054012e-03
6.5,0.0,200.0,800.0,MEAN,5.0,6.82492736e+00,1.87301777e-02,4.32671571e-02,5.83759520e-02,3.78045594e-02,2.45026467e-02,1.19145135e-02,5.61590846e-03,1.61179174e-03
